숙소id,지하철id,도보거리(m)
868569804607766610,230,178
868570078307759732,230,178
868570296963582156,230,178
868570518187338432,121,264
866874329989815095,R15,236
866874879095710559,R15,236
866879808438077475,R15,236
866879869677043120,134,287
866880327681411530,R15,236
866882294421227568,R15,236
862396248650036781,106,230
862431286345139805,G32,533
862530950184425505,A14,621
862558605624506287,A15,91
862624693922580366,F02,279
862648661131276981,A28,348
862664998185425084,R05,1626
862665135567530067,B04,1120
866885193880964214,R15,236
866891013587486904,R15,236
866893898265506686,R15,236
868654090727822887,F05,2731
868720800559640520,632,549
868721078168588591,632,549
868739989021856196,M16,622
868765638450836099,122,476
868766002052094233,A20,393
868788073943141532,251,381
866894584627739096,R15,236
866899461988989385,R15,236
866900662760031357,L15,521
862911460310554685,632,394
862998268756294318,245,273
863050508170022913,F01,6441
863050698597928761,724,350
863058844114415836,724,469
863065516209820888,724,403
863079371414230030,R04,468
866901933910222481,R15,236
866902716333087268,R15,236
866904168446551174,R15,236
866904771582830776,R15,236
866906923479426707,R15,236
866907254132381431,R15,236
866980963931403533,626,350
867079122495231528,R15,236
868904239886488014,A25,706
869071959276932930,R15,236
869073628135619552,R31,424
869077062866866899,R15,236
869077725263004665,R15,235
869078428809938880,R15,236
867404878141992486,L11,889
863079784164472885,D15,255
863086394921757756,A46,323
863089350951779284,A30,557
863109165918400715,A27,614
863124089220260072,D25,733
863144823566273407,248,684
863149230242102130,A28,303
867448908138953559,402,381
867503961112419494,A50,405
870212853386092000,J31,1139
870319787566373067,M11,801
870420092221946863,Q05,435
870499041182642630,A05,624
869096015147085503,R15,236
869097722209167249,R15,236
869098581072857578,R15,236
869105498664146552,R15,236
869106083744671982,R15,236
869112668142050508,R15,236
871071720172614762,L08,471
863218871949482286,J30,87
863368962371246498,G32,517
863594130425703140,250,1922
863615264380782152,J29,507
863670264173228640,250,1989
874469617099566229,133,431
874704133332727362,L16,467
874892322289038312,207,1285
871075934437189983,L20,1017
871090697729762049,A48,631
871106244770990826,A53,390
871115043844246546,D35,959
871148039667443773,R39,369
871154085124580402,R39,271
869113519668634826,R15,236
869156231243048170,A28,554
869252028633520647,R15,236
869351964326385706,D28,282
869434362358340890,M11,1105
869436219398511813,B10,70
869485537018723078,L19,429
869517168278341365,H06,1117
871162499986291750,R39,332
875223366460944377,716,960
875230304910055828,L19,737
875308067901552609,701,1966
875357207348852810,701,2000
875397670499949808,A21,579
871200484656283015,F25,394
871253261417955380,L12,493
871264661238205649,J15,961
871418642369055707,A09,418
871580459593329391,Q04,539
871619561329335050,122,339
875402584193811191,701,992
875412715888417388,414,887
875426090400369943,244,910
875461933837332140,F01,3237
875559783557211358,F01,3729
875563738026069726,A27,778
875638047484129213,F16,208
869545990885002095,L14,194
869611205356082975,111,296
869681711796123936,R39,176
869724433981873555,131,58
869735621781020516,M18,575
869914087181379816,F01,5976
870029861826839677,Q04,436
870114342679438920,R44,562
870204063188789346,G05,4056
877978259455712594,630,362
871658809501519241,L12,400
871663274448137972,F01,4206
875891572389398656,M18,329
875944208628783437,A53,399
871690724659514256,M05,1877
871694470132446535,M04,429
871703040677169039,M04,429
871704761882387574,M04,429
871714936110930463,701,2231
871715183170311780,M04,429
871715898393504185,M04,429
871751061108347115,A65,2807
878152671005832472,A30,289
878171494064928543,701,1966
878174846329432963,131,188
878183485143735782,A50,309
878236716768082152,113,137
878248054168336219,243,439
878323950122469426,B10,225
871803798146386577,628,407
871915107924718633,225,431
871920706861738130,G28,306
875953820603062687,104,224
876035886247602169,A30,536
876082187462403683,R19,224
876183083761892060,233,231
876235231260401337,G34,226
876235378836442155,G34,294
876241332493385854,630,270
876256546845874342,229,154
876266328795403242,M18,228
871933212421118004,F01,3947
871947516587211409,208,837
871968806619646326,L19,627
878324692505211060,R13,320
878330334269238127,D28,585
878336991435374403,L19,387
878341490265135146,B10,167
878344866337191031,B10,194
878345911258968289,B10,160
878348575480539546,701,2108
878484956150776375,G35,351
871990853610302281,H02,786
876282504475875674,A14,619
876347715276058077,A65,923
876614264590071419,D15,306
876614541042696364,D15,306
876664384815230551,F01,3718
872353328761318419,633,497
872354212473704575,S23,6110
872364633069066620,207,1147
872401912531202162,L06,812
872433134615415805,R11,701
872437778753078941,R11,668
878486010112549434,L01,505
878489096899268968,134,457
878493181649245779,J20,581
878504836455661519,H10,717
878578926841233712,L29,1168
878849112452892406,G15,1725
872484146849792661,R40,267
872614266621442181,229,116
876684928497405876,D30,556
876713339623757524,F01,3728
876799791104516669,628,538
876801663993159168,F01,3955
876897059725496601,608,970
876960001305787820,D40,295
876976573490909729,M11,104
872649906150203058,701,2517
872682429699521331,207,1276
872684583358280151,207,1276
872955687554776108,L08,303
873042603262132939,707,1939
873086414676039507,M10,257
878854857984940867,F21,234
878904671193875855,701,1981
878982336794289506,Q04,488
879007455354395494,A34,204
879030966933509043,226,255
879107190027413874,D22,301
879109717689809490,224,402
873110287064843178,249,720
877021428085946807,B13,779
877259522989056749,D15,306
877260115601894218,D15,306
877378924316197141,A47,430
877469016958154685,G35,723
877470034896814851,249,806
873116037507590509,A32,348
873144717960029601,632,614
873155515991837871,701,4017
873180723841124206,F01,3827
873190321112437979,A27,1113
873229797733918189,201,805
879133274958780696,R28,176
879190235208239772,J29,942
879212821256418790,F02,999
879268108054440691,A15,283
879575087369763316,636,225
879595534130604151,R15,63
879597341691428191,R15,63
879598543920060217,R15,63
879604089705082068,608,1002
877508466982043920,723,1313
877518268818132302,A24,271
877582036495470050,J29,598
877589150859074278,A42,352
877594518474201118,M04,268
877602226028132663,F20,376
877620974568653457,G33,439
877621410232403938,M16,288
877622101671250640,F01,2927
877638836723394886,625,255
873267481107160615,628,618
873339273052877065,G32,23
873344317841191519,G05,3831
873392253229649061,A53,579
873413181470892642,G36,567
879619982852256438,A27,1113
879659947435780030,622,338
879677345725701125,123,504
879848302925367431,715,350
879940798328309722,F01,2910
873430115241136891,626,91
877662117836015219,L10,248
877731639504424119,G32,468
877753061864919643,A47,790
877760791836546905,A50,258
877830748057150507,244,416
881866129472923133,204,1115
881870312319382422,H11,8002
881879693631214968,624,536
873460455740000460,410,236
873814186773464575,D27,324
873916511344650748,R01,966
881951052718448493,626,49
882071689229714801,A25,381
882119743442916140,R15,63
882132074210475324,R15,63
882480223677449587,221,1018
882495408207604385,D03,873
882504391136032815,G26,637
879999605697157564,F11,742
880072783308872650,A49,294
880434490437032841,M16,533
880465322920413746,243,586
880473158416436159,244,658
880478634300478161,G05,3046
880492416678821473,701,4165
880510542191070587,114,183
874094083624913235,F01,1659
874129511957862751,211,40
874179378603271215,250,671
874183848767785412,250,669
885799158715550569,L20,1088
882522731362408989,F01,4862
882549893727590653,Q03,444
882618716699429897,726,709
882669707179436133,D08,703
882736540898192296,109,812
882757009539519244,A50,916
886122778021873283,F25,542
880514548120222566,A53,400
880643090819651668,243,619
880691318152067000,J15,228
880704288932050723,116,85
881138796238866594,L06,848
881201185244371657,A45,474
881238250671860482,701,1639
881270779058567244,252,1868
881292682362497953,L10,171
881322086488888673,G29,404
886123144988031902,D43,491
886123153961243035,D43,195
886123877714493336,D43,314
886123887345983404,D43,192
886124063208895750,D43,306
886132465591212134,G16,367
882786552465189061,A49,871
882800080322962362,A10,240
882854676538619391,R40,450
883013921802455774,133,431
883065285259132179,A33,318
886171838266304235,248,297
881332060506998108,R28,331
881361770950607277,701,1691
881373748568820077,243,448
881384171635357208,F01,6772
881414660645896635,701,2258
881425150946671667,231,274
881805988134105830,L08,776
881806004898184580,J23,705
886219533084350581,A46,670
886265109629501124,M10,205
886310753075905123,R08,298
883112096841319366,701,4110
883164965771621514,Q04,769
883176015603021693,A53,623
883178181130435692,A27,1283
883182374074172374,A27,1283
883193158224666341,215,1224
883193188438720142,D15,305
883201159097081081,F01,2543
886337532266112789,215,1276
886348642949589350,A33,316
881815895437767923,215,972
881850516071417144,A28,396
889473480615870803,G12,372
889475251699831134,G12,439
889476110467771648,G12,177
889501469587544100,G12,464
889501516298878961,G12,168
889554072794418595,G12,368
886380153672699150,A27,1113
886380461999835299,A27,1113
886417469102966234,231,343
883208966932456255,D15,296
883228628192098878,724,484
883256609907065715,724,387
883269987968352585,724,356
883280862128730137,129,202
883284982119955539,D15,229
883285676623233005,M09,477
886439728772953526,251,282
886492710478314470,G19,400
889554354331086133,G12,362
889566425818179772,G12,344
889566540064154051,G12,131
889566654051073571,G12,324
889592904643916548,G12,301
889593759763836175,G12,349
889594088646234583,G12,345
889622988320548425,630,362
886529699184775747,S25,516
886601349653370745,M09,421
883314441140091588,724,332
883329066226448215,D16,237
883376890472012193,L05,123
883404921227567663,G05,2556
883443215051312945,M06,1736
883536914437057720,R28,366
886733352930840953,A14,256
886759118206964183,630,362
886759599511427720,F12,313
886852236283389257,701,1003
886856156430249385,A25,300
889641086503997936,A06,473
889742723078950861,601,5271
889820911115998667,138,314
889881699353298612,A49,635
889923075890414378,A46,1052
889985943152089806,G30,281
890024618549880298,J29,384
886939753063835891,F01,5628
886941255592981941,S21,7032
886959702750763340,409,1121
883607653341164621,256,770
883767800069660956,601,5382
883799106556646619,A33,318
883865094666339873,S30,1395
883896500051204160,A11,523
883955753472122104,G32,1008
884114210754372592,H06,1148
884120983442669856,229,240
886960046624888196,M16,438
886986524185344876,H06,1152
890071098609522032,G32,574
890116632523721018,M11,1011
890348069961375415,A49,762
890421229308814399,F25,324
890443345054045797,M16,260
890493280151398769,723,922
890578160748025477,A45,831
886987512886191216,F11,420
887154685365791917,714,322
887160291832994336,121,311
887257857262565594,F22,1724
887538229003915742,R28,371
884182701924143689,250,687
884315775213323321,G32,1077
884645853457591358,701,2741
884661357873554269,245,631
884716836263283661,715,176
884717759824402312,A49,258
884721612951593494,227,171
884797357819808676,249,629
884851071791030135,G18,661
887604599187144034,101,1972
890865451922227760,A48,549
891259523090721267,603,168
891373162949637205,L06,1341
891379236454192350,255,204
891403684596430333,F20,120
891410283784110559,M05,2604
887670440630106247,M10,377
887698137449826556,624,358
887752876011773990,A27,1283
887825283612121065,A51,267
887888251157143883,A27,320
887917763854717245,F01,1838
891532159853891550,F04,254
891570929224045266,L16,636
891581211418572151,L08,842
891826372390355580,702,4931
891954955953617483,109,362
884852367757897872,S28,1157
884857952376173026,114,41
884927631933563971,702,5422
884977596472621491,F04,1148
885214491668212823,A30,557
885532193980405410,R45,1041
885620360659925308,701,755
885677795587208186,257,439
885691427528707438,714,322
885730568928410536,Q05,737
885741019242581636,D35,277
887939034837879097,L29,2764
887946742552972349,701,2525
888097439041063087,M20,316
888140728520503018,630,362
888141481251242147,120,367
888141810408582652,723,346
888158663695997803,M12,629
891972022242665951,632,399
892031805528633128,G21,872
892063550476731196,608,287
892074447721012381,M01,1570
892079701167817777,G28,230
892089187412452932,118,167
892107625748375934,714,396
892153575639889577,111,697
888253861914052883,M05,503
893612274665070055,622,840
893630966117525428,B06,5903
893642577224806699,247,3219
893683257073499708,F16,405
894060385873877940,R18,283
894089586985952896,F01,3857
894195367256167429,250,600
888318454888684639,609,1627
888340361696224224,626,458
888385005019472825,M01,1661
888393397093662974,111,541
888426985116704427,S30,1241
894236663009316679,M12,35
894286712932651698,119,654
894301369025750490,A19,348
894303627800187949,A18,470
894322542386341043,A27,666
894462428130958221,114,328
894500003651727444,628,313
892163187280345537,637,158
892205665073544010,F07,257
892234896229665553,226,97
892277263570627452,238,821
892640365984237716,113,125
892649108042423190,G28,369
892682416283989783,S24,2421
892744680973419764,A27,398
888464832995798968,D30,647
888515846857730382,R01,954
888551200498958434,613,1166
888668264357618033,224,489
894736262481713316,G32,852
894778231614694246,414,824
894783088681425080,A18,346
894883521311487624,139,176
888689436431655225,R17,83
888955844898354270,M18,271
892777186576928585,R36,306
892945902800833733,J22,179
892968676280864546,245,351
892982419216339428,244,650
893129836556260443,252,2375
893178433399302391,A32,115
893242869143203735,A12,314
888977225467358710,120,103
888991884573051686,A27,408
889230306877998461,A50,440
889324274258344955,G33,493
894909051395582827,G26,829
894940206642444945,A16,44
895007080264023582,H11,7332
895166281363796536,247,2070
895502673828974285,A22,303
895547053633648514,204,982
895681617796889995,R34,1055
895721582994627963,A47,281
889335002923209336,103,540
902301984135743401,A50,650
893384294866390910,M13,520
893419014177589726,255,218
893468101723043768,114,555
893539889281697061,F01,5309
893591304959077092,A19,329
893599521724577751,L08,754
898425696243041784,A30,257
898450531679969199,A30,408
902455878427288307,632,640
902459784093602977,D27,226
898535197012301519,A48,726
902634222332941527,D15,306
895798141173646301,L29,399
895829139047810776,224,457
895849504534728870,708,785
895852155449630100,136,230
895959960269467013,D33,514
896178972601608711,A60,895
896185778425447968,M19,270
902718214390417979,J29,337
902809383437129274,630,362
902812569692548885,630,362
902909472855857287,M10,507
902910536148547320,R01,942
898746552381581282,G12,1607
898755613660028115,119,156
898762908764470763,R22,312
898817174383059616,G12,340
898833379500155456,G12,325
898846217831725424,G12,319
898904640609152150,J29,334
902920099477213654,D18,219
902927650985371940,A47,1169
896396385687132511,133,307
896444436938739154,D25,685
896467430216714455,224,672
896504117378380893,A54,408
896547434400061834,701,2691
896569389103548178,302,308
902933858180439366,R30,1242
902938170390156566,R30,1242
902939115237127744,L05,515
898986216952301480,G12,200
898986457722079943,G12,372
899000055105472340,G12,367
899019461092822487,G12,365
899019513347024196,G12,136
902949521262955460,124,1376
902949768567349631,Q03,251
903013004337597541,F01,3255
903025741591233106,624,447
903027129454197865,R26,155
896651631960934014,R13,114
896939245238848955,101,1712
897089711642898827,M12,326
897096495164150615,248,630
897112860184859342,219,1447
897171274730049643,A46,671
897188303018264214,F07,121
897190757952784023,G34,133
903052654757256299,630,322
903067025276062014,632,578
899019587397699911,G12,407
899030143126289346,G12,274
899034823249263016,M18,157
899119632256906495,F01,2363
899205328206948365,633,277
899303829992786945,D10,283
899314293384838218,F09,222
899326733086710972,R14,177
899437938846343113,H10,764
903068061959225269,621,302
903105549597436717,252,1214
903456647456152357,H09,209
897191045434321961,S03,366
897323444335573582,110,167
897366772582089952,221,471
897441590874788617,A63,309
897596420535159358,A47,808
897622871165711966,G34,462
897671789573838437,M16,769
897773635353382964,701,3457
903472266941997664,133,237
903472612170930563,133,237
903497169182793234,502,463
903518091869585200,225,236
903532779992444851,M04,1679
899752796158016647,G34,219
899872776956071144,R01,493
899892308740180470,A44,31
899915234353462972,A50,343
899921833554830653,L29,1183
899938894250085681,L29,1183
899955635638086571,A48,956
899973821755358897,226,204
903538481180018263,F11,344
903598948687604703,M18,184
903694272951730564,R19,176
897861455839507683,F02,608
897889938438817775,J31,168
897949174044168754,711,300
898032158839073557,S03,250
898047985441174541,G12,1648
898077144962515384,A47,760
898139541091550572,H03,3084
898322310635830570,636,303
903726654705656695,F11,424
903808034491004746,F01,5460
903864583526616433,L05,199
899998186405504538,A27,276
899998468425557259,A27,402
900031651019083404,215,834
900036861618829572,L16,324
900041352632676461,G26,584
900095243340236823,M11,1205
900161726918924857,G34,387
900168323603616154,F21,615
900210961874346857,L27,344
903872405831157824,A15,378
903935533025871679,R01,784
903935606382398001,D30,804
904960548681723189,J15,259
904968514528702932,H06,600
904997635657518046,138,605
905010317935337932,R15,63
905023548703341313,R15,63
904259895461635228,A49,547
904276013705839099,G32,1115
904286092272787383,H03,3309
904332116672992001,G28,811
904414164220627959,Q04,298
905026117716678420,R15,63
905031073149861760,L29,2101
905036120342141202,R15,63
905070033065803206,F01,3916
905077900484113845,L29,1697
905083864275613467,A48,939
905109354552786380,B10,88
900301067012439683,A53,411
900438606900160902,A50,275
900523198699096632,Q05,536
900538735735963320,G26,474
900574988513659456,726,594
900694366864703170,A54,111
900756762692073591,S27,2883
900845159348542811,G10,725
900895229439907113,L15,340
901353931813750670,R18,250
901545811560679267,221,382
904418500045894711,227,342
904438966406791286,J30,738
905109367857877985,B10,88
905109893390620903,B10,88
905110024550239748,B10,88
905154913221917061,M09,307
905162558268637063,D14,237
904523946643334652,639,47
904524100106225881,639,47
904524223667771043,639,47
901609055054730360,D09,683
901659428219334853,L29,3354
901715413113833978,249,54
902105607895566798,A48,695
902141236113014829,A50,585
902177470076989986,R04,703
902190686960271673,726,335
904535168405115188,724,457
904535302708188130,724,457
904535398460438459,724,457
904536587376482157,724,457
905162619499931370,D14,237
905162681257368690,D14,237
905162750000710410,D14,237
905162795487112368,D14,237
905163090388472898,D14,237
905163280994842495,D14,237
905163832396660379,D14,237
904537540621885048,724,457
904539804821875705,138,605
904540367562348011,138,605
905163888060112243,D14,237
905163982379737775,D14,237
905164331540083948,D14,237
905164860097591140,D14,237
905164935043078475,D14,172
905165012097606645,D14,237
904541267271833455,138,605
904568307426790068,S30,694
902193682087373578,A55,1085
902208295121798734,224,693
902225058371011638,603,2629
902274036912133963,F01,5865
908718589831607250,238,393
908758734185174325,A47,644
908765271587049834,301,814
908782132165679917,L06,768
904585380099402394,715,569
904639583559716185,J17,306
904891464938130487,248,671
913349521354135175,A32,578
905210320377721966,721,47
905243732881843633,224,545
905310919641298879,A47,513
905319514083503911,726,694
905397583719001081,A50,399
905636887650555871,A50,275
905651319684253457,205,401
905821067093280628,625,219
905916927242175062,249,866
913351479875441973,711,1235
913357578641557854,711,1006
913430766168314982,711,949
908782153040474165,F14,684
908902110868808889,901,448
908911613377383627,F01,858
908972998408255760,637,313
909349194222367057,A25,660
909363784337919136,A25,660
909374871119358865,B20,5914
909413687382641860,A30,689
913517936554777822,133,237
913518239659716460,133,237
913556196684767548,129,245
913649203847330084,M12,447
913651309025783642,M12,439
905998253119152699,205,90
906405971128285143,G10,1469
906585491077215836,A27,1118
906602360602163043,B23,3714
906708901829665684,707,1602
906749194277796837,714,895
906769734194982627,G35,263
906795104264452299,H12,70
907088727200673307,S26,1239
913664880261753635,A31,741
913913652945789065,L17,328
909492443054363122,M09,81
909549411811489192,F01,6247
909624529045715360,221,1134
909635911978899986,242,167
909946357885285259,Q05,735
910081455813892137,R32,356
910115731942105916,A34,117
910116681468508560,R34,667
913925496138986779,M18,570
913979499533324610,A12,289
907164433967781820,633,497
907247040132055762,129,239
907252516607023149,A20,240
907302757092037662,242,168
907356347496873739,L08,1091
907422793177630168,242,244
914503982420675976,S27,646
907528228019359587,247,684
908013610996843306,632,493
910134978538777354,238,723
910153012037513121,238,626
910216180478477144,A17,439
910235084008240665,723,1286
910291003643099196,A15,455
910329559700258482,R25,53
910554926647877661,711,1015
914651482170510192,406,569
915094903960790848,L06,851
915099393883550173,723,550
915099832149081162,133,493
915111198552800309,136,290
915143478128199331,Q03,586
915164113918525424,M12,422
908067468230875350,A47,863
908168226182126434,F01,5017
908179761746967863,A49,533
908514518240064800,220,544
908634322847816388,A50,465
908674065556198820,207,1478
908677070021981560,M16,920
908678306945938969,607,2418
918518905939693392,632,411
910771154080515905,A59,1670
910786394092056437,L20,966
910836081162496898,L29,2169
910869080951174846,G07,290
910949023374171399,225,342
911059653094636598,244,1166
911382296831667776,S29,4517
911540975483008852,701,905
915195382103435091,707,2058
915407246442130302,R15,311
918519185390900058,133,237
918656390074238033,F06,798
918665614477414731,S19,8671
918838993806282033,A02,290
918887902897937374,416,691
918922755663096850,225,630
915450692103842238,S28,1809
911756533429812789,F01,5985
911813271676603698,A27,385
911833783853119078,G14,45
911890555720855466,F14,617
911987755597201939,F01,2639
912003079437996551,J15,580
915485774792788806,M11,287
915780736371404768,L20,1102
915810628947572057,A20,249
915896747275039057,711,745
912119017271777009,Q04,97
912119694048610928,626,51
912145313916489812,A19,553
912149898639905036,R27,294
912158210133915666,252,1430
912190924391215062,230,442
916141533448157977,S27,1600
919079290929930876,D08,922
919116471135457824,A33,293
919116887602916479,R23,134
919383845592883891,A48,847
919387125442548941,D26,318
919391026829825331,L16,417
919518849494471990,501,1262
916584033110679167,416,706
912198154257146118,R14,143
912239943387317373,R14,138
912258745235745245,A19,621
912263310611858508,A19,384
912294324411562584,230,507
912310416167011471,723,1105
916821110812610124,F11,383
916854231447228894,G15,732
916908855321033088,602,446
919625176319452795,420,392
919698648386324448,J29,584
919742181611245740,251,1500
919794429341881622,G07,456
919827882552409032,244,201
919843433071590384,G06,471
920068592892731269,636,302
916935346150480085,132,197
912333987362017752,B08,288
912355868324493373,B08,390
912372424580941879,623,705
912396732617862267,628,632
912401924564160654,B08,491
912510376402451395,S23,812
917234029357675052,245,773
917260113030074428,L29,2496
920069373723972214,133,237
920103826004223083,A27,1283
920109678115048743,R17,182
920175418961824665,H11,8388
920192085939852814,R17,217
920194483850422892,G26,337
920235590947471498,726,822
917280232416284960,623,196
917297550127335549,F01,5122
917361372686579525,G26,655
912598957771766169,L06,721
912717631989480956,A22,382
912839143978682230,A49,697
912954461491294373,S25,1873
913100388817665332,F14,550
917375093575662322,G33,606
917490319184727650,A31,719
920281729367862507,A25,144
920321982003015564,122,218
920323389045711545,122,218
920324956955905116,122,218
917508855013718799,G33,373
917521967079126177,A16,193
917633322049671093,G19,66
913227757411567414,M12,439
913323222250021583,711,1165
913341921156977472,711,1154
923184176938855691,A32,345
923197559312516663,F11,487
923207690874951698,Q03,291
923241683452324279,Q03,513
923280110640372934,139,329
923284967585951633,L08,185
917885222415016226,636,303
920396587945791656,M18,626
920867558233350907,413,1047
921243805509585892,J19,382
921319100095468260,F01,1708
918080641424602526,D30,194
918089480833410085,D30,192
918130735715171123,A48,196
923387293801507759,711,277
923399719873002840,A32,589
923501259774537600,A09,356
923815513633030246,621,417
923822272026545791,L11,49
923860359383615657,G26,644
923900704452428974,L21,176
923919849792767637,249,577
918141090813487912,H06,562
918158720284859176,L15,517
921390228920922351,M10,119
921643385169345805,J31,1100
921731972122044707,H06,567
921754895372312797,D28,301
921836496570677529,122,397
918299351414917573,712,1010
918355450872351634,226,477
923926316808811245,122,218
923932984833086904,723,554
923936039109338882,122,218
923974573909245693,L08,117
924001872239136033,D18,194
924096046403534301,244,512
924124016591986136,718,188
924510090567827314,Q03,586
918366430524968270,251,741
918367184813940843,H12,212
918388866035115888,S26,664
921973637699062776,L06,595
921985740130193871,A25,647
922205182778485353,M18,505
922380180116140037,637,317
918404144849811197,D08,417
928135852681483836,F01,4656
924522673156896830,A25,660
924523082287697779,A25,660
924663408638450361,F16,399
924666864724020545,D30,181
924755008538247849,L05,326
924768162233456430,A60,937
928143028684103281,F25,275
928150949438055792,714,595
928203844965377896,712,709
928358388994326377,225,219
928394724531306431,633,174
928436525828395953,R06,231
922488751273363648,A17,447
922527181364298444,701,885
922531986743506039,A06,379
922544917728869201,L01,101
922570487743691267,241,452
922665961458727772,A46,632
922748405120763971,M09,456
922763290425504533,250,571
928500961130701633,243,382
924803898227764218,A16,39
924865714349459795,611,405
925233576688659924,G28,665
925243479022156915,L08,424
925287509500728814,M12,341
925307278101325712,R30,1242
925308290525929449,R30,1242
925309296990217157,R30,1242
925332909222963253,F15,369
928513545611321046,243,382
928632961796271539,Q05,382
928901300696495576,133,291
928984413131741043,A27,450
929040557409885468,L10,368
929041589928050032,L10,368
929084397482773644,D22,219
929111862514004700,G26,828
923119089004402776,A50,494
923173058644795452,A25,660
932865847860645621,247,2157
932886366776445764,623,369
932893071035345056,J29,80
933199939452228087,638,298
933229024126753803,L11,178
933237475965833822,G35,939
933280384834396281,122,219
933281852150198942,122,218
925428913494853629,B10,88
925429595379758670,B10,88
925430526243206196,B10,88
925469920044846942,602,389
925671449931187449,G05,3858
925724714155045793,M11,685
926036116549614478,M16,684
929162167006449291,F14,345
929211353348584512,A48,692
929253135206315104,H12,302
929287811121217114,243,375
929478160790239391,D18,250
929584624748362659,S30,4238
933284844176319963,122,218
933317858671778853,A27,1113
933401156085324658,A47,418
933401164471711683,M11,1279
933636516515446771,S25,1390
933765874985398884,636,303
933904777683447370,119,493
926073967935452311,247,555
926080195432822204,224,241
926108401326308497,L01,264
926278118317339832,243,636
926312864566891761,S28,76
926452997548084866,D27,427
929679138005881467,D31,798
929747780149785100,Q03,459
929862356918731434,A16,272
929952582669707937,632,863
929953648424077129,A50,547
929978463825862773,229,204
930018778505413057,D15,330
930277168378143041,A50,154
933915462295022784,R17,304
933971768939004094,G33,656
934031903795021680,233,190
934053688724269328,640,493
934097609926046006,G34,441
934100065088277596,J29,387
934107469692156357,A28,432
934260446716517894,718,530
934275770858075149,L11,376
934319323648560151,J29,584
930373816996318448,A61,825
926458270520965380,D27,427
926462289092721802,D27,274
926728872918912348,132,195
926751884700611434,618,116
926845982059795936,F15,250
926906090238117671,G05,2712
926919329132078879,G05,2991
926987680896723420,623,476
927065431332544499,H11,8258
927117024608875847,H11,8164
927136297904368080,F05,2881
930566199035367009,R14,320
927348564034443687,Q05,615
927348854814354483,Q05,615
927353218349068481,M19,356
930597320286325642,F20,433
930648551063213028,L08,814
934380588192051215,A48,636
934473612721421418,608,727
934508694446219093,A07,339
934510271997172189,636,303
934510577919777737,636,303
934644132328153054,D27,271
930936774595626756,711,638
930936926471139471,711,640
930937060232117710,711,577
927425874394304949,A47,259
927531075448899720,238,867
927552764907318502,A46,587
927590286255504925,122,218
927594477555340305,122,218
927751966043550944,A30,276
934719220450807878,A44,333
934762743705655820,F03,527
934862979955950523,M18,395
935027213162316016,L20,977
935323497276063033,L06,793
935495799688132900,A27,902
935522748480485575,121,217
931043537485163386,G15,2444
931061652669166300,S26,499
931216252915282640,F01,2962
931346599700737114,A50,299
939096788299135432,122,218
939099210247604680,122,218
939121148158704051,A46,578
939153752933491126,726,1032
939268446662227135,B21,455
939387800231178042,M16,504
939431170319588496,256,284
931710465335446145,R11,491
931737583727167257,120,520
935537402485139223,M16,838
935632781765410277,L29,1446
935641323037716462,M20,186
935839383979445801,A25,339
935914641942789255,H11,8570
936124309654742052,R01,702
936130644061300986,R01,454
936138035059084534,R01,629
931754909794665307,413,630
931755371526339724,131,70
931952361611331402,M11,488
931997212799351474,J20,279
939707381622763018,R18,267
939751910723746071,R18,108
939756457237944916,M08,809
939782042054648737,J14,367
939848665473909823,R21,220
939887136280503228,215,647
939911859297240587,D30,149
940156629413345648,A27,969
932036061742273027,A31,981
932061950917066464,A11,319
932099943499845547,D29,918
936142626413916074,R01,393
936242589592828906,622,206
936314153892811228,J31,362
936835828064696598,246,412
936959756283937973,724,441
936999803098368312,246,535
937020395675326839,246,619
937049149080504982,A12,264
937088272013890054,S26,2242
932509525705477060,M23,424
932513881802567497,M23,424
932517702484463490,M23,424
932519451454057903,M23,424
932522047518865082,M23,424
932523901255607390,M23,424
932526628996295140,M23,424
932554388157652889,A27,763
932568622035093929,A27,763
940279919668139029,M10,302
940458538795223834,L13,558
940503370317405352,A46,500
940528776781272234,243,335
940626615274426464,627,470
940643437829841859,J29,398
940702861177012798,L20,779
940756653452768403,G28,852
941135917318610188,L29,1325
941212639695756797,633,747
932570206848068680,A27,763
932578265767796981,L01,281
932593024559764862,A27,763
937116425864902491,A28,509
937574445578039112,Q04,853
937613406225556655,111,189
937671047490491835,A27,608
937708024938552088,A30,482
937842682975806831,M05,1733
937873431653897161,A59,1670
937880575429081454,714,421
932597060367349114,A27,763
932658646851116915,L29,3125
945036621241359838,B08,626
945140514192291758,A20,328
941250501472266329,L19,330
941267689993150302,250,522
941268454474275765,F22,614
941340717491101017,S03,542
941401018286124164,F01,3027
941526822234794548,613,400
941557907167199278,633,497
941593392429578588,L29,925
941905097912157160,L20,681
945143380838777358,632,561
938280108235737499,302,48
938426319639302623,F21,533
938529516572780694,S30,4771
938542600432469649,418,89
938652341400092973,212,206
938857402335841220,F14,169
938959654340995163,Q04,1140
945418448033609833,109,415
945433153175759001,712,184
945554007778292101,M18,1172
945589888997232644,638,298
945602409561819512,R17,277
942015991579055232,Q04,501
942039635983891486,M16,597
942107749155144577,J30,794
942119359731768484,A06,259
942183608740173414,608,2947
942263483606516515,D28,491
942296039625766543,250,877
942394186707379939,706,337
945753993360829251,L06,530
