숙소id,지하철id,도보거리(m)
939052842960441956,242,157
939052940054958263,R18,346
939093570322682514,122,218
950633540058086852,M12,470
945823283305739634,708,1894
945869533082985700,A27,650
945943800810865099,501,1305
946191121459066867,411,682
946251498631212313,M12,263
946447856386514031,S24,6933
950729153375366077,A25,294
950760354634472980,D07,306
950789058125970114,M11,439
950811986764896643,239,179
950848677535894971,A28,150
950857524230310407,706,327
950945548518671288,F16,463
950960023109020864,M11,312
950977050079855273,R05,1122
942577089963887749,G30,84
942625772911401128,901,279
942710768503037353,250,709
942733581675934093,622,478
942751602060214384,A50,257
942787222654669024,G05,4640
942789916504865346,J14,388
942866549062627160,F01,3208
947081553406544914,138,451
947101073823190038,G05,4949
947184015001854560,701,2245
947225543055638970,R14,271
947227242982589922,247,1281
947312309893755569,G26,798
947338824749890014,N03,979
947357514213752269,L29,1403
943228744483186066,A16,464
943339716195685741,A25,660
943355475316082705,250,511
943360194879720562,M06,397
943371238701435307,633,252
943407090207252431,A20,423
943419084180379025,632,362
947382440952465575,F16,468
947406723156322893,B16,760
951283938469772317,632,152
951290001212126600,R14,183
951379563230528793,245,798
951553196276318579,F01,4852
951571743611145829,D28,268
952213620811085307,R18,346
952230046768622631,R18,346
952235385988026953,R18,346
947506677820065380,L29,968
947708237377081975,M18,360
947748255892941763,241,156
947751330348815891,707,1939
947812293105229520,D22,389
947814065586984234,R08,454
952282208649608234,R18,346
952394433494138725,A12,71
952403908081009301,R18,346
952408460558400002,R18,346
952417627193014787,R18,345
952430344707624082,R18,346
952440321735513154,R18,345
952444280211995537,R18,346
943448404698310515,632,475
943454489635225050,A20,558
943532117931729388,L05,325
943562811506042858,M16,585
943707153287511998,255,660
943780020325684092,706,197
943789666349337789,F01,5135
944236621599209077,R42,488
944241745269749895,D22,146
947942898178043576,A03,179
947990637125132193,723,534
948073089435542820,R18,248
948074897183249086,L29,2660
948154615971768276,L19,364
948160046984994544,251,397
952451857525858755,R18,346
952455301934953242,R18,346
952465726593503508,R18,346
952468798459016382,R18,346
952471368632957564,R18,346
952473552453018401,R18,346
952792704677899527,L14,175
948380746612788025,247,1190
944831938640547421,255,303
944840863824995866,R21,562
944898365098168917,628,380
944912791363398658,L03,291
944912962440670211,L03,291
944920536775536702,726,596
954409858822364497,R05,1097
954416106078461534,G07,456
948529812205693771,D22,620
948566915733303630,F16,457
948571500147013460,F20,231
948583956858487097,129,246
948641738106703685,Q04,770
948686702143302519,621,865
948842213174120198,229,457
948965851476384808,J14,212
952798329936840147,124,846
952824969723825832,F01,6552
952829600740335989,A25,981
952878493728030140,L06,448
952984142614272420,S16,1730
953082621778685235,D15,306
953092713442237503,408,280
953102865275048099,Q04,502
953206229223459043,A12,299
954431936531898557,D22,579
954811174828138756,D39,1246
954968669432641550,A50,382
954977821157428078,234,493
955021520281902760,G09,1249
955034667956489782,G35,488
955050227421369755,A47,1127
949015083661627174,M12,483
949203092352821304,L29,2348
949211575885214022,H07,1243
949224321229263998,118,306
949234336228113845,211,468
955102598808666581,Q05,143
955168568146763274,Q05,143
955641002931211440,627,683
955641708252700384,M18,505
955642047468711045,M18,768
949251364400329401,G26,419
949264702916929713,M10,620
949265372729570235,629,243
953374339819644784,A30,367
953391145939365107,225,652
953551779964382496,122,268
953648370950219232,603,853
953676633258858896,A12,205
953709683318097157,701,3624
953728610532190232,632,489
953749709894151239,249,663
953828756330090292,L05,257
949268359066422850,629,243
949274358936897763,629,243
949277070616892307,629,243
949280014906858915,629,243
949282062861822755,629,243
949284629071808523,629,243
955648648399082078,A25,254
955696793185611740,S27,4986
955757854520890146,701,2767
955770350166622194,621,693
955794046126735510,A30,554
955801266390516689,601,1749
955842473362618091,N02,54
955899560315923046,L27,667
949288691549168003,629,243
949400303873290231,628,518
949486536388006369,710,409
953831266529128673,L29,2055
953873085836036385,120,331
953884582009992940,A44,249
954013635793717147,F01,1150
954203854664822839,D19,259
954215732943587985,119,319
954215877577072004,A18,386
954239000010599102,247,2273
954283379414654919,723,633
949729555472891578,F11,472
949902736506232978,F22,2036
955982807488068454,214,812
956116282739680488,R44,323
956315593100013830,230,249
956572242219688781,R01,941
956637921456579090,252,1512
956673432204758423,S27,5099
949940706376643143,604,1005
954298098284771504,630,797
954299772270320483,723,496
954300939099227966,723,393
954305781860517709,723,691
954307423551946038,723,469
954307563027422794,A07,812
954322057643536426,723,594
954330013939237910,G07,456
954338450548949071,A20,350
950088048554818503,L05,325
950110666381625817,133,349
950150663573223073,230,321
950168592361022132,M10,421
957076524269538819,S27,5142
957180843002831029,710,682
957256229805799881,M09,149
957270452215143039,M11,1168
957303156931207604,A03,410
957362915117972428,G32,174
957417213711130957,A03,420
950316243638576156,G35,194
950613063933116818,M12,255
963116369097877691,243,206
954363583010781575,D12,671
954370729256029436,A10,249
954376322754844300,630,641
959360376980857230,D16,307
959483358389401109,F01,6084
959487132458696940,225,652
959488755369970428,724,336
963153880177022920,D39,330
963159451615470070,A27,715
957425381814766097,G05,3294
957484574310360183,J29,429
957768545886397531,M13,404
957818857975204814,130,44
957840105436009773,A25,879
957935036050907650,A27,473
957945358641843537,A50,490
957946390155047482,723,1257
959516896569152304,224,162
959526760678891421,Q03,329
959602807291281436,A27,505
959603104962841960,A27,705
959667125949545689,A27,481
959700743851454721,Q03,504
959745656323099608,G14,324
959946117705023825,301,631
960106439790909562,701,1290
960123989588215141,Q03,497
963369737715683373,J13,445
963371797604061344,L29,2288
963568680727420431,B08,340
957967655576972781,F11,442
957968867778010709,626,242
957997561762518256,R05,167
958019510453136553,M19,162
958148812089033219,245,446
958174385917394679,M09,289
958259665696602114,Q03,331
963627843672912854,F11,362
963676412262803693,J13,988
963696212258651543,R18,119
963719859916841872,M08,304
960252148706511680,623,241
960258169135210648,F01,5793
960284822920196092,A25,599
960353377119642101,245,641
960369879026294496,708,2278
960483610886728736,L29,1809
960565066505033598,G12,364
960792992041170317,F14,231
960802474144312739,F12,184
963733623334681051,247,364
963743118811741225,A47,1006
963752814816200902,A47,1006
958430408164791754,111,329
958483783087820252,M19,158
958558125469831900,701,398
958610073245715978,J30,843
958668457048548195,123,504
958668503625039193,A27,875
958668605542635977,A27,1113
963753922876932895,A47,1006
963771864938788099,220,429
963775739081591184,Q04,572
960803210657433132,F12,184
960804652550437543,F12,184
960805353810541341,F12,184
960806463378408324,F12,184
960806774951498739,F12,184
960807174486368490,F12,184
960807923889705033,F12,184
960808430254177727,F12,184
963782690020202626,Q03,550
963789422666124992,Q04,572
963804208409308950,A20,571
963806755084027377,D18,108
963814714581341839,R21,358
963876905178785865,A25,835
963880900259575583,A25,502
960808465837278006,F12,184
960808925444839986,F12,184
960809504670641684,F12,184
960810042194803796,F12,184
960810722415414213,F12,184
960813601139525414,F12,184
960813984253928172,F12,184
960814393147089142,F12,184
963888047601554678,133,359
963889303393518087,A25,1039
963898358315700969,A25,1185
958735792873026478,F24,393
958835117292862482,Q04,447
958891583704104591,M11,1056
958909593719491638,242,601
958940970927847507,S23,1171
958972019916575251,S23,618
959209642509325824,106,244
959308487644032372,707,1603
963914944993129500,F01,905
963924328426517775,A46,500
963998015345188306,R24,235
964121383827414786,A10,265
964125398757840958,A50,140
964235915747817963,504,730
959344147221723685,621,660
959359870617219142,120,211
965830246757892252,609,3227
965831407638620348,M19,152
965836734967050413,A47,626
965903065559481280,F24,395
965972728839907811,J31,348
965992693591250810,F20,263
965995992034672989,J31,538
960822410559368357,M10,586
960863548264366915,627,354
960863554272994859,R18,200
960869046954167399,R13,194
960870128916074588,251,469
960875317288334604,602,2255
960883666210378517,M19,254
960901063510719919,J28,325
960955897399366037,F01,6498
960986775414264835,L20,973
964420907082026117,103,953
964428733563892675,632,188
964438667689318197,G05,5224
964449748366461485,A27,521
964490043156249684,A31,431
966007202301299080,F24,447
966015814531483475,J31,168
966021427249868810,S03,508
966053705670125310,G32,1098
966075614879803673,D29,95
966077154092000207,701,479
966077910106063326,A47,869
966141894035636477,701,479
966526373755872916,A27,606
964580862175553321,F21,484
964663362266512518,103,914
961033156841573782,F18,761
961040467494189722,L11,600
961102840821453179,726,581
961219465029002448,706,590
961527622157301522,M12,373
961583712267369586,A46,851
961712378933765607,503,1161
961734517987231970,G05,3682
961818212559589191,221,416
961836418495370418,B19,710
962189814042077806,D14,157
964766056473184169,701,3543
964872115077685352,G05,3018
966639031314684792,F01,2905
966708656281258288,A49,484
966732971872955190,243,507
966740091055327436,L29,2146
966775673600386645,721,163
966776877776043465,624,310
966821144198085863,G36,1173
966874541313648251,G32,555
966917087282735307,M11,346
967417239150226565,A16,445
964872185290069168,418,170
964981942801450068,Q05,756
962288502694718934,A49,357
962361429254113252,601,107
962485786688871927,630,534
962535551214838738,J29,615
962541812307943926,133,358
962791720021643770,617,478
962939782996570342,A14,410
962941722185189247,A14,410
965033404639076969,M18,490
965072157099213665,Q05,615
965075188819910365,133,79
965075551050725927,120,103
965075878880346855,120,103
965116437418404522,632,240
967536405500579160,L20,619
967572040503577303,L28,1197
967637028883999741,F31,302
968043184639361760,L20,810
968052518875387461,A25,607
968090367625068114,J29,565
968117958661367161,726,472
968132719457085471,J23,271
968138190116958758,J23,311
962998923901128884,229,414
963013022002239624,A14,410
963017194270461755,A14,410
963018858907397944,G26,363
963035416697714200,420,399
963038831435657022,229,402
963046100751973782,420,240
965160360662831113,F21,651
965292515062423473,632,424
965319537209564235,D27,428
965350569769330663,251,1361
963048078029205948,420,466
963050321235273887,230,321
963052675248418723,420,134
963053029284213047,407,561
963066386070131161,229,413
963085620841841358,229,190
965370066480069051,L08,605
965474127659977246,M09,428
965505333713118531,710,404
968146040275203709,J23,168
968158472503477954,G08,1830
968165379716775028,Q03,777
968232639190407327,G33,395
968246016505554438,H06,502
968278843988039212,R03,393
968356497739578739,134,217
968479961934034963,L27,245
968598106754507577,631,476
965519387874358648,122,278
965519397068939795,121,399
965706328966754098,124,717
970072934238390539,A28,301
970107108782228634,125,275
970213432972312352,G32,816
970248007829272555,L29,1211
970314665699856874,F34,500
970314946666010164,G05,3123
970318365895422240,G26,528
970364193542146289,A25,660
970394774041225066,A48,950
965709350570453289,A25,254
965709633075349012,D21,343
965709977898767387,L05,198
965816156178565916,L17,250
974125072212125485,125,602
974227248765395489,G05,4318
968796501661082781,621,660
968819722669063441,F01,6170
968870682060442981,A50,340
968888543324752321,A27,740
968909763063437946,A27,614
968921608892347832,A49,539
968922429264222420,211,441
968943326386341222,R32,299
974333058451776793,A25,639
974391601107624428,D32,282
974595688545830503,R04,636
974768925562616199,F12,184
970433469370775501,G32,555
970497589664733128,L29,753
970513355093049469,L08,598
970554818362587457,A15,446
970653078127575418,G15,639
970818556729760468,Q04,211
970956880456551340,L29,2341
971014919312107685,709,1101
974896319454328448,D09,503
974927953560232331,713,747
975104119329939624,D22,95
975138959448456465,A15,132
975203627957797239,H11,428
975273537094295498,723,553
975282423991954507,J29,472
968961111636531690,Q03,618
968982002561156213,F01,4268
969020047281643924,J21,363
969035784970111373,A48,620
969046191401522947,257,1026
969083574093441615,D08,909
969127796395247392,R01,1006
969429540603462926,A47,1005
969450944687841104,L13,161
971017228077053672,R04,655
971101887044988474,M12,807
971248186527312092,G05,5394
971269555409003026,701,3324
971574348597854706,250,719
971594939474655781,701,3426
971653733668334227,G15,466
971748602940958727,726,656
971852833016548288,A50,333
971862308015568674,721,198
975395203298072020,D22,235
975423767784306410,S03,203
