id,bus_stop,w_distance
1284776.0,SMITH ST/2 ST,343
1291020.0,5 AV/12 ST,159
1294973.0,RIVERSIDE DR/W 94 ST,113
1530386.0,8 AV/W 14 ST,8
1712660.0,S 5 ST/HOOPER ST,68
1717058.0,CLEVELAND  PL/SPRING ST,104
1717226.0,MARCUS GARVEY BLVD/FULTON ST,286
1722101.0,WEST END AV/W 61 ST,40
1724731.0,10 AV/W 16 ST,91
1533652.0,W 81 ST/CENTRAL PARK WEST,232
1534212.0,NEPTUNE AV/E 12 ST,258
1549413.0,LENOX AV/W 116 ST,129
1555491.0,E 86 ST/1 AV,80
1304459.0,LORIMER ST/TEN EYCK ST,195
1305346.0,BROADWAY/SPRING ST,97
1307095.0,E 14 ST/1 AV,37
1307228.0,FLUSHING AV/WYCKOFF AV,223
1307723.0,CATHEDRAL PKWY/BROADWAY,70
1313711.0,NOSTRAND AV/HAWTHORNE ST,139
1325432.0,LAUREL HILL BLVD/58 ST,1432
1731245.0,SAINT MARKS AV/BUFFALO AV,268
1731365.0,CENTRAL PARK WEST/W 94 ST,132
1734724.0,BEDFORD AV/N 9 ST,70
1735804.0,MALCOLM X BLVD/GREENE AV,131
1739847.0,STORY AV/BOYNTON AV,294
1581579.0,HOYT AV/31 ST,1016
1591811.0,GRAHAM AV/SCHOLES ST,46
1604488.0,KENT AV/N 6 ST,117
1604489.0,6 AV/W 27 ST,212
1606312.0,BEDFORD AV/N 12 ST,59
1617443.0,ADAM C POWELL BLVD/W 135 ST,94
1331960.0,FLUSHING AV/LEE AV,156
1332473.0,SPRINGFIELD BLVD/93 AV,214
1336223.0,8 AV/W 28 ST,136
1336230.0,8 AV/W 28 ST,82
1342443.0,GREENPOINT AV/42 ST,289
1349187.0,NOSTRAND AV/BERGEN ST,140
1349658.0,AMSTERDAM AV/W 123 ST,141
1617488.0,DE KALB AV/FRANKLIN AV,96
1742654.0,W 57 ST/9 AV,92
1744709.0,RALPH AV/SUMPTER ST,179
1745358.0,W 49 ST/9 AV,92
1750248.0,5 AV/W 118 ST,143
1750679.0,NOSTRAND AV/EASTERN PKWY,140
1753671.0,LEXINGTON AV/E 114 ST,194
1754876.0,RALPH AV/DECATUR ST,62
1755844.0,SAINT JOHNS PL/TROY AV,170
1621235.0,MYRTLE AV/NOSTRAND AV,21
1623431.0,E 42 ST/1 AV,98
1628156.0,FLATLANDS AV/E 94 ST,68
1634856.0,BEDFORD AV/N 5 ST,142
1640995.0,1 AV/E 72 ST,62
1645181.0,MALCOLM X BLVD/DECATUR ST,183
1766846.0,1 AV/E 11 ST,156
1776732.0,COLUMBUS AV/W 92 ST,170
1780748.0,1 AV/E 39 ST,127
1354973.0,SARATOGA AV/MACDONOUGH ST,44
1355654.0,E 9 ST/AVENUE A,179
1357021.0,2 AV/E 54 ST,51
1359130.0,FORT WASHINGTON AV/CABRINI BLVD,183
1361017.0,5 AV/5 ST,135
1918693.0,CLASSON AV/GATES AV,183
1645667.0,GATES AV/NOSTRAND AV,161
1649957.0,AMSTERDAM AV/LA SALLE ST,186
1652236.0,NOSTRAND AV/GREENE AV,160
1654929.0,BEDFORD AV/AVENUE D,71
1655550.0,9 AV/W 55 ST,121
1656585.0,WEST HOUSTON ST/LAGUARDIA PL,80
1656621.0,LAFAYETTE AV/MARCUS GARVEY BLVD,168
1793091.0,COLUMBUS AV/W 72 ST,157
1793104.0,SAINT NICHOLAS AV/W 145 ST,299
1797025.0,SAINT JOHNS PL/ROGERS AV,78
1798500.0,HUNTER AV/BOLLER AV,293
1668328.0,MESEROLE ST/GRAHAM AV,182
1921859.0,HOYT AV SOUTH/31 ST,560
1925224.0,METROPOLITAN AV/RODNEY ST,381
1932110.0,EAST HOUSTON ST/FORSYTH ST,152
1934804.0,MYRTLE AV/WASHINGTON AV,59
1669149.0,9 AV/W 52 ST,60
1670517.0,3 AV/E 17 ST,30
1672977.0,9 AV/W 55 ST,121
1673040.0,9 AV/W 55 ST,121
1688914.0,SAINT NICHOLAS AV/W 137 ST,88
1809547.0,MALCOLM X BLVD/W 119 ST,161
1826701.0,RIVERSIDE DR/W 139 ST,68
1831227.0,5 AV/W 132 ST,141
2051352.0,MCDONALD AV/ALBEMARLE RD,190
1935302.0,VANDERBILT AV/WILLOUGHBY AV,150
1936633.0,CITY ISLAND AV/BEACH ST,264
1941435.0,BERGEN ST/BUFFALO AV,240
1941439.0,MADISON AV/E 111 ST,43
1944155.0,LAFAYETTE AV/SOUTH PORTLAND AV,128
1945115.0,MANHATTAN AV/W 116 ST,11
2053940.0,PARK AV/VANDERBILT AV,89
1835367.0,8 AV/W 28 ST,134
1846580.0,9 ST/8 AV,296
1855846.0,RIVERSIDE DR/W 144 ST,79
1856027.0,AVENUE A/E 5 ST,83
1948494.0,FOSTER AV/E 29 ST,143
1952271.0,BROADWAY/W 102 ST,78
1958765.0,GRAHAM AV/JACKSON ST,59
2065538.0,BERGEN ST/FRANKLIN AV,137
2069359.0,FULTON ST/UTICA AV,200
1870228.0,THOMSON AV/VAN DAM ST,1439
1876811.0,3 AV/E 17 ST,231
1881846.0,1 AV/E 52 ST,65
1885714.0,WYCKOFF AV/MENAHAN ST,313
1961760.0,COURT ST/SACKETT ST,122
1971540.0,AMSTERDAM AV/W 59 ST,120
1974700.0,MALCOLM X BLVD/W 135 ST,81
1976123.0,2 AV/E 6 ST,54
1979076.0,NASSAU AV/MORGAN ST,140
2080861.0,LEWIS AV/GREENE AV,161
2083749.0,AMSTERDAM AV/W 104 ST,142
1979127.0,1 AV /E 4 ST,154
1981590.0,GATES AV/IRVING AV,28
1984378.0,FLUSHING AV/KNICKERBOCKER AV,107
1984486.0,KINGSTON AV/PROSPECT PL,178
1893225.0,ATLANTIC AV/CARLTON AV,209
1897447.0,BERGEN ST/BOND ST,281
1901154.0,SAINT NICHOLAS AV/W 150 ST,183
1903198.0,QUEENS MIDTOWN EXPY / 43RD ST,135
1911641.0,3 AV/E 53 ST,157
2165933.0,W 50 ST/7 AV,145
2171821.0,GATES AV/WYCKOFF AV,51
2089226.0,CHURCH AV/OCEAN AV,146
2092827.0,GRAND ST/LORIMER ST,165
2093064.0,8 AV/W 28 ST,133
1988823.0,ADAM C POWELL BLVD/W 131 ST,85
2000576.0,BROOKLYN AV/SAINT JOHNS PL,47
2015168.0,GATES AV/FRANKLIN AV,166
2015800.0,5 AV/33 ST,83
2017397.0,BEDFORD AV/CARROLL ST,189
2093304.0,MYRTLE AV/VANDERBILT AV,80
2183423.0,MALCOLM X BLVD/W 135 ST,78
2194038.0,FULTON ST/CARLTON AV,93
2098030.0,MARCUS GARVEY BLVD/FULTON ST,100
2100887.0,CENTRE ST/BROOME ST,37
2019927.0,BROADWAY/SHERMAN AV,136
2028291.0,21 ST/BROADWAY,1105
2108178.0,NASSAU AV/KINGSLAND AV,127
2111422.0,BROADWAY/179 ST,51
2112142.0,HALSEY ST/MARCY AV,187
2214710.0,NASSAU AV/MORGAN ST,156
2115773.0,5 AV/14 ST,278
2028677.0,W 135 ST/MALCOLM X BLVD,75
2032156.0,COLUMBIA ST/ATLANTIC AV,256
2041041.0,E 72 ST/1 AV,95
2119582.0,fdr/beekman st,162
2127713.0,MALCOLM X BLVD/W 132 ST,80
2134697.0,9 AV/W 55 ST,121
2044889.0,DRIGGS AV/GRAND ST,97
2334411.0,MALCOLM X BLVD/W 127 ST,92
2338082.0,W 106 ST/AMSTERDAM AV,134
2339096.0,ESSEX ST/CANAL ST,62
2137796.0,MALCOLM X BLVD/MADISON ST,256
2254817.0,3 AV/E 72 ST,83
2255549.0,7 AV/W 20 ST,92
2145599.0,W 49 ST/10 AV,188
2151479.0,THROOP AV/MADISON ST,156
2349737.0,HORACE HARDING EXPWY/QUEENS BLVD,142
2373238.0,9 AV/W 44 ST,60
2385779.0,LEWIS AV/GATES AV,89
2151558.0,FRANKLIN ST/INDIA ST,112
2153153.0,JOHNSON AV/HUMBOLDT ST,146
2154075.0,TOMPKINS AV/GREENE AV,165
2155610.0,RALPH AV/PACIFIC ST,166
2261367.0,W 37 ST/NEPTUNE AV,682
2267177.0,39 ST/5 AV,168
2607583.0,1 AV/E 75 ST,174
2607741.0,2 AV/E 75 ST,34
2392051.0,DELANCEY ST/COLUMBIA ST,315
2400614.0,KINGSLAND AV/RICHARDSON ST,51
2404708.0,KENT AV/N 9 ST,178
2415563.0,BEDFORD AV/PRESIDENT ST,69
2619549.0,2 AV/E 78 ST,74
2619802.0,2 AV/E 75 ST,143
2620068.0,2 AV/E 75 ST,18
2281147.0,6 AV/W 54 ST,168
2284670.0,KINGS HWY/AVENUE J,131
2626457.0,BROADWAY/W 103 ST,94
2629613.0,7 AV/W 12 ST,50
2432622.0,BEDFORD AV/N 12 ST,461
2435198.0,STORY AV/BOLTON AV,18
2440357.0,HOYT AV/31 ST,906
2446430.0,7 AV/PROSPECT AV,159
2451647.0,AVENUE C/E 7 ST,109
2454507.0,PEARL ST/FULTON ST,149
2635078.0,DE KALB AV/FORT GREENE PL,100
2636532.0,2 AV/E 75 ST,168
2291893.0,EMPIRE BLVD/ROGERS AV,229
2296024.0,HENRY HUDSON PKWY WEST/W 232 ST,132
2298731.0,10 AV/W 37 ST,55
2303152.0,7 AV/11 ST,112
2637533.0,HOYT AV/31 ST,974
2645558.0,3 AV/E 17 ST,192
2461439.0,ALLEN ST/STANTON ST,147
2465699.0,CENTRAL PARK NORTH/MALCOLM X BLVD,122
2467377.0,BELL BLVD/16 AV,279
2468186.0,COLUMBUS AV/W 106 ST,259
2473861.0,W 125 ST/MALCOLM X BLVD,160
2484057.0,S 5 ST/KEAP ST,217
2485774.0,GRAHAM AV/AINSLIE ST,84
2657331.0,VANDERBILT AV/ATLANTIC AV,42
2314392.0,W 72 ST/BROADWAY,210
2314553.0,NASSAU AV/MORGAN ST,180
2838331.0,MANHATTAN AV/NORMAN AV,85
2847652.0,FORT WASHINGTON AV/W 162 ST,108
2847932.0,E 96 ST/3 AV,220
2659732.0,NASSAU AV/NEWEL ST,281
2669352.0,BROADWAY/W 100 ST,87
2508374.0,FARMERS BLVD/143 RD,420
2510394.0,BOX ST/MANHATTAN AV,1199
2856770.0,2 AV/E 97 ST,56
2863408.0,2 AV/E 75 ST,106
2865117.0,9 ST/6 AV,216
2870840.0,FORT WASHINGTON AV/W 179 ST,392
2677779.0,HAMPTON ST / WHITNEY AVE,929
2678075.0,HALSEY ST/THROOP AV,208
2683387.0,W 57 ST/7 AV,157
2684223.0,THOMAS S BOYLAND ST/MARION ST,71
2686412.0,FULTON ST/SAINT JAMES PL,188
2538248.0,W 135 ST/MALCOLM X BLVD,162
2700296.0,W 125 ST/FREDERICK DOUGLASS BLVD,200
2872353.0,2 AV/E 78 ST,37
2888088.0,CHURCH AV/E 18 ST,461
2889377.0,PARSONS BLVD/ASH AV,300
2700596.0,ADAM C POWELL BLVD/W 122 ST,129
2723019.0,BEDFORD AV/WINTHROP ST,183
2563997.0,GREENE AV/WASHINGTON AV,268
2569808.0,s 4 st/havemeyer st,70
2574386.0,10 AV/W 16 ST,144
2922197.0,GREENPOINT AV/LEONARD ST,87
2923381.0,BROADWAY/W 207 ST,267
2936054.0,WEST THAMES ST/SOUTH END AV,208
2939670.0,JAMAICA AV/78 ST,368
2940007.0,GRAND ST/PITT ST,238
2748094.0,E 14 ST/IRVING PL,229
2942129.0,JAMAICA AV/FOREST PKWY,328
2947668.0,82 ST/ROOSEVELT AV,487
2968070.0,8 AV/W 46 ST,150
2578731.0,VAN WYCK SOUTH SERVICE RD/BUILDING 90,15220
2586556.0,BROADWAY/CHAUNCEY ST,170
2754179.0,2 AV/E 78 ST,149
2976105.0,STERLING PL/FRANKLIN AV,90
2979097.0,2 AV/E 75 ST,64
2979714.0,W 116 ST/ADAM C POWELL BLVD,110
2781747.0,COLUMBIA ST/CARROLL ST,346
2784311.0,EAST HOUSTON ST/RIDGE ST,36
3123479.0,HOYT AV/31 ST,69
3145484.0,BEDFORD AV/GATES AV,21
3153464.0,FLATBUSH AV/GRAND ARMY PLAZA,309
3156969.0,VAN WYCK SOUTH SERVICE RD/BUILDING 90,15065
2786015.0,FREDERICK DOUGLASS BLVD/W 138 ST,128
2793834.0,COLUMBUS AV/W 94 ST,142
2794584.0,ALBANY AV/FULTON ST,88
2987465.0,2 AV/E 78 ST,173
2995000.0,THROOP AV/JEFFERSON AV,164
2995209.0,2 AV/E 75 ST,170
2999527.0,BATTERY PL/WASHINGTON ST,47
3010664.0,WASHINGTON AV/PROSPECT PL,203
3012871.0,DRIGGS AV/N 7 ST,110
2794762.0,HALSEY ST/MARCUS GARVEY BLVD,155
3161739.0,NOSTRAND AV/WILLOUGHBY AV,95
3187925.0,MYRTLE AV/NORTH PORTLAND AV,171
2806791.0,AMSTERDAM AV/W 158 ST,80
2817967.0,2 AV/E 78 ST,31
2830518.0,HOYT AV SOUTH/31 ST,1345
3043467.0,ATLANTIC AV/HENRY ST,324
3052426.0,FLATBUSH AV/CHURCH AV,222
3191678.0,BROADWAY/LAKE VIEW PL,321
3198365.0,FREDERICK DOUGLASS BLVD/W 111 ST,123
3200522.0,RALPH AV/BERGEN ST,161
3207986.0,SMITH ST/WARREN ST,159
3068145.0,2 AV/E 75 ST,66
3068852.0,2 AV/E 75 ST,79
3081771.0,THOMAS S BOYLAND ST/DEAN ST,96
3083197.0,E 10 ST/AVENUE B,140
3359510.0,NASSAU AV/KINGSLAND AV,67
3360707.0,W 135 ST/AMSTERDAM AV,155
3364802.0,WYCKOFF AV/MADISON ST,89
3091425.0,AVENUE C/E 6 ST,50
3103596.0,SAINT NICHOLAS AV/W 141 ST,320
3111416.0,GRAND ST/PITT ST,356
3112284.0,MAIN ST/NORTHERN BLVD,245
3369100.0,FLATBUSH AV/BERGEN ST,154
3225975.0,SMITH ST/DOUGLASS ST,143
3379914.0,MYRTLE AV/CYPRESS AV,130
3238517.0,FULTON ST/BROOKLYN AV,39
3247291.0,ADAM C POWELL BLVD/W 133 ST,126
3258196.0,BEDFORD AV/N 5 ST,211
3400739.0,SAINT JOHNS PL/SCHENECTADY AV,61
3543839.0,EAST TREMONT AV/JEROME AV,208
3553768.0,W 10 ST/WAVERLY PL,74
3554230.0,FLATBUSH AV/PARKSIDE AV,77
3556577.0,AMSTERDAM AV/W 161 ST,124
3410516.0,GRAND ST/LORIMER ST,175
3415102.0,WYTHE AV/S 5 ST,142
3271893.0,5 AV/UNION ST,219
3272201.0,W 10 ST/WASHINGTON ST,175
3279671.0,9 AV/W 34 ST,247
3563271.0,FULTON ST/GRAND  AV,86
3585452.0,5 AV/W 128 ST,84
3431922.0,BROADWAY/SHERMAN AV,385
3445138.0,7 AV/GARFIELD PL,232
3447238.0,STERLING PL/CLASSON AV,141
3605388.0,EASTERN PKWY/BUFFALO AV,91
3605524.0,2 AV/E 28 ST,65
3283409.0,RALPH AV/MADISON ST,4
3297016.0,BEDFORD AV/EASTERN PKWY,129
3301484.0,RIVERSIDE DR/W 106 ST,75
3309982.0,NEW YORK AV/ATLANTIC AV,191
3450210.0,MANHATTAN AV/W 116 ST,55
3458525.0,ADAM C POWELL BLVD/W 135 ST,43
3465604.0,FULTON ST/GREENE AV,20
3465651.0,RICHMOND AV/AMBOY RD,270
3469171.0,VAN BRUNT ST/COFFEY ST,98
3311834.0,GATES AV/LEWIS AV,67
3312276.0,MORRIS AV/E 144 ST,230
3323189.0,ALLEN ST/HESTER ST,59
3339273.0,8 AV/W 28 ST,224
3339399.0,CHRISTOPHER ST/GREENWICH ST,48
3616173.0,SMITH ST/DOUGLASS ST,162
3625870.0,5 AV/42 ST,108
3626426.0,2 AV/E 75 ST,106
3485449.0,EAST TREMONT AV/JEROME AV,167
3489242.0,65 PL/53 DR,792
3490317.0,HALSEY ST/MALCOLM X BLVD,235
3499016.0,ASTORIA BLVD/STEINWAY ST,1296
3627326.0,GRAND CONCOURSE/E 149 ST,76
3636601.0,8 AV/W 28 ST,93
3636967.0,NASSAU AV/MORGAN ST,93
3642325.0,EMMONS AV/BATCHELDER ST,98
3344237.0,2 AV/E 61 ST,144
3352608.0,AVENUE R/BEDFORD AV,210
3511778.0,E 9 ST/BROADWAY,211
3512428.0,BROADWAY/W 147 ST,125
3513052.0,FLUSHING AV/MELROSE ST,168
3645284.0,1 AV/E 62 ST,140
3652230.0,VAN WYCK SOUTH SERVICE RD/BUILDING 90,14858
3659544.0,W 50 ST/11 AV,161
3662795.0,AVENUE J/OCEAN AV,57
3738815.0,5 AV/W 38 ST,19
3741728.0,MARCUS GARVEY BLVD/GATES AV,30
3743048.0,RICHMOND TERR/WALL ST,144
3749140.0,ATLANTIC AV/92 ST,634
3518682.0,BROADWAY/SHERMAN AV,145
3519172.0,DE KALB AV/VANDERBILT AV,133
3522244.0,FULTON ST/GRAND  AV,137
3527764.0,65 PL/53 DR,1125
3529500.0,TOMPKINS AV/PUTNAM AV,173
3663984.0,3 AV/E 77 ST,103
3670659.0,PUTNAM AV/CLASSON AV,155
3677436.0,FOSTER AV/E 16 ST,259
3678796.0,PUTNAM AV/NOSTRAND AV,30
3530122.0,ADAM C POWELL BLVD/W 140 ST,69
3530517.0,BROADWAY/WALKER ST,85
3752069.0,WYCKOFF AV/DE KALB AV,358
3758296.0,MANHATTAN AV/W 119 ST,155
3760029.0,GREENPOINT AV/47 ST,1490
3760824.0,WILSON AV/JEFFERSON ST,128
3765095.0,WOODRUFF AV/OCEAN AV,96
3678829.0,7 AV/3 ST,89
3685704.0,THROOP AV/GREENE AV,172
3542523.0,WYTHE AV/S 3 ST,122
3767156.0,BROADWAY/CHAUNCEY ST,130
3769052.0,JEROME AV/E 176 ST,118
3779230.0,GATES AV/MARCUS GARVEY BLVD,348
3780113.0,ADAM C POWELL BLVD/W 127 ST,144
3922417.0,8 AV/W 28 ST,227
3923128.0,2 AV/E 75 ST,83
3689140.0,CHRISTOPHER ST/7 AV SOUTH,153
3939535.0,QUEENS BLVD/MAIN ST,80
3783021.0,BROADWAY/W 91 ST,46
3785438.0,DE KALB AV/FORT GREENE PL,13
3791244.0,W 10 ST/GREENWICH ST,100
3791325.0,MYRTLE AV/WASHINGTON AV,93
3793161.0,ASTORIA BLVD SOUTH/STEINWAY ST,2018
3803622.0,CENTRE ST/CHAMBERS ST,113
3710685.0,GREENPOINT AV/47 ST,260
3713233.0,EASTERN PKWY/RALPH AV,73
3715638.0,MADISON AV/E 107 ST,6
4070025.0,YORK ST/GOLD ST,271
4074248.0,METROPOLITAN AV/LEONARD ST,140
3945636.0,30 AV/21 ST,76
3817666.0,9 AV/W 52 ST,203
3835681.0,HOYT AV/31 ST,535
3838375.0,COLUMBUS AV/W 106 ST,178
3953314.0,WHITE PLAINS RD/OBRIEN AV,191
4081707.0,VAN BRUNT ST/SULLIVAN ST,111
4110645.0,3 AV/SENATOR ST,45
4121363.0,MADISON AV/E 129 ST,232
3953415.0,WHITE PLAINS RD/OBRIEN AV,109
3962389.0,AVENUE N/E 54 ST,70
3963635.0,ALBANY AV/FULTON ST,91
3839717.0,LAUREL HILL BLVD/58 ST,755
3848105.0,FULTON ST/HOWARD AV,190
3850493.0,UTICA AV/AVENUE L,221
3851911.0,GATES AV/MARCY AV,235
3968434.0,BROADWAY/W 138 ST,68
4126676.0,W 57 ST/9 AV,196
4128337.0,MARCUS GARVEY BLVD/FULTON ST,71
4128428.0,MADISON AV/E 34 ST,55
4132116.0,OCEAN AV/FARRAGUT RD,334
4134035.0,GOLD ST/TILLARY ST,277
3979611.0,SUTTON PL/SUTTON SQ,5198
3852261.0,VAN WYCK SOUTH SERVICE RD/BUILDING 90,16742
3852538.0,MYRTLE AV/FLEET PL,51
3866888.0,5 AV/W 36 ST,122
3985673.0,10 AV/W 30 ST,138
3987571.0,FULTON ST/NOSTRAND AV,183
3987599.0,BROADWAY/JEFFERSON AV,69
3989564.0,HALSEY ST/TOMPKINS AV,235
3998977.0,MANHATTAN AV/W 106 ST,58
4136252.0,MALCOLM X BLVD/W 132 ST,117
4140776.0,METROPOLITAN AV/71 RD,325
4152752.0,W 49 ST/9 AV,186
4162119.0,WASHINGTON AV/BERGEN ST,109
4162292.0,FOSTER AV/E 22 ST,225
4162519.0,FLATBUSH AV/DORCHESTER RD,439
3873451.0,2 AV/E 82 ST,53
4010865.0,CENTRAL PARK WEST/W 104 ST,14
3889997.0,8 AV/W 17 ST,155
3891031.0,PEARL ST/FULTON ST,84
3902156.0,DE KALB AV/FLATBUSH AV EXT,83
4271877.0,RALPH AV/PUTNAM AV,112
4016142.0,ESSEX ST/DELANCEY ST,244
4162667.0,WASHINGTON AV/PROSPECT PL,123
4169094.0,HOYT AV/31 ST,370
4174847.0,FOREST AV/GATES AV,173
4020425.0,E 138 ST/WILLIS AV,178
4025329.0,W 135 ST/ADAM C POWELL BLVD,6
4026150.0,82 ST/ROOSEVELT AV,253
4031463.0,BAINBRIDGE AV/RESERVOIR OVAL E,390
4033422.0,RICHMOND RD/LIGHTHOUSE AV,1565
4285522.0,W 135 ST/MALCOLM X BLVD,23
4293040.0,LAFAYETTE AV/THROOP AV,155
4293935.0,NEW YORK AV/STERLING PL,159
4033444.0,UTICA AV/CARROLL ST,164
4033521.0,BUFFALO AV/PROSPECT PL,21
4183424.0,7 AV SOUTH/BARROW ST,120
4183801.0,MALCOLM X BLVD/MADISON ST,147
4183989.0,MALCOLM X BLVD/W 119 ST,150
4198695.0,OCEAN AV/AVENUE H,445
4037522.0,ASTORIA BLVD SOUTH/STEINWAY ST,958
4038794.0,RIVERSIDE DR/W 156 ST,393
4296710.0,UNIVERSITY AV/W 192 ST,148
4296956.0,ROCKAWAY PKWY/AVENUE M,136
4297952.0,8 AV/W 28 ST,129
4299536.0,GATES AV/CLASSON AV,119
4303600.0,GATES AV/NOSTRAND AV,142
4305170.0,FULTON ST/WASHINGTON AV,150
4053517.0,NASSAU AV/ECKFORD ST,75
4206034.0,LAFAYETTE AV/ALDEN PL,453
4216813.0,MEEKER AV/MORGAN AV,18
4058515.0,CLASSON AV/DE KALB AV,275
4059620.0,LAFAYETTE ST/EAST HOUSTON ST,131
4060446.0,BROADWAY/ISHAM ST,605
4338548.0,THROOP AV/JEFFERSON AV,73
4343913.0,9 AV/W 46 ST,46
4349358.0,COLUMBUS AV/W 72 ST,102
4067820.0,CROSS BRONX EXPWY SERVICE RD/PUGLEY AV,532
4225738.0,ATLANTIC AV/HOYT ST,60
4233006.0,3 AV/BAY RIDGE PKWY,405
4235620.0,HORACE HARDING EXPWY/172 ST,558
4241028.0,LINDEN BLVD/SUTPHIN BLVD,277
4452723.0,JAMAICA AV/124 ST,106
4352537.0,2 AV/E 20 ST,146
4354764.0,ROCKAWAY PKWY/AVENUE L,248
4355934.0,W 135 ST/BROADWAY,18
4453484.0,WYTHE AV/N 9 ST,96
4455301.0,GREENE AV/WASHINGTON AV,9
4456312.0,GOULDEN AV/BEDFORD PARK BLVD,503
4249342.0,WATER ST/MAIDEN LN,316
4260964.0,FREDERICK DOUGLASS BLVD/W 138 ST,72
4263802.0,LAFAYETTE AV/CARLTON AV,86
4264049.0,ASTORIA BLVD SOUTH/STEINWAY ST,572
4264127.0,ASTORIA BLVD SOUTH/STEINWAY ST,1311
4265471.0,GATES AV/FRANKLIN AV,58
4464508.0,CHURCH AV/RUGBY RD,156
4359718.0,WYCKOFF AV/CORNELIA ST,178
4377929.0,1 AV/SAINT MARKS PL,85
4378951.0,MARCUS GARVEY BLVD/JEFFERSON AV,101
4469650.0,MALCOLM X BLVD/W 122 ST,90
4268286.0,2 AV/E 116 ST,67
4573728.0,ESSEX ST/RIVINGTON ST,83
4576206.0,DEAN ST/CARLTON AV,130
4472978.0,10 AV/W 34 ST,94
4492303.0,BROADWAY/W 74 ST,92
4387152.0,METROPOLITAN AV/HAVEMEYER ST,201
4396939.0,W 42 ST/10 AV,141
4397455.0,AVENUE L/E 85 ST,118
4399443.0,3 AV/E 116 ST,31
4594389.0,2 AV/E 94 ST,68
4498688.0,NOSTRAND AV/PUTNAM AV,94
4498927.0,W 145 ST/SAINT NICHOLAS AV,29
4426780.0,W 139 ST/5 AV,206
4428854.0,GREENPOINT AV/LEONARD ST,43
4500530.0,5 AV/W 28 ST,147
4614091.0,3 AV/15 ST,235
4614838.0,10 AV/W 45 ST,82
4504115.0,COOPER ST/EVERGREEN AV,314
4431674.0,ADAM C POWELL BLVD/W 113 ST,217
4436944.0,NOSTRAND AV/CARROLL ST,208
4621213.0,COLUMBUS AV/W 84 ST,111
4621217.0,1 AV/E 17 ST,207
4621713.0,E 14 ST/3 AV,130
4509560.0,1 AV/E 17 ST,207
4513084.0,SAINT NICHOLAS AV/W 148 ST,186
4514042.0,BROADWAY/GREENE AV,139
4517848.0,EDGECOMBE AV/W 160 ST,312
4525334.0,SAINT JOHNS PL/RALPH AV,210
4440751.0,ALLEN ST/E HOUSTON ST,0
4707959.0,AMSTERDAM AV/W 152 ST,95
4711070.0,GREENPOINT AV/47 ST,573
4711396.0,21 ST/30 AV,335
4629870.0,ATLANTIC AV/BOND ST,220
4632795.0,W 86 ST/COLUMBUS AV,13
4637053.0,21 ST/BROADWAY,212
4637146.0,MALCOLM X BLVD/GREENE AV,77
4530432.0,EDGECOMBE AV/W 160 ST,105
4532913.0,BEDFORD AV/N 5 ST,149
4714854.0,2 AV/E 94 ST,53
4537500.0,21 ST/BROADWAY,340
4538012.0,SAINT NICHOLAS AV/W 139 ST,529
4539480.0,FRANKLIN ST/INDIA ST,131
4643199.0,2 AV/E 78 ST,33
4644669.0,3 AV/E 63 ST,88
4645170.0,W 42 ST/10 AV,19
4645319.0,NEW LOTS AV/VAN SINDEREN AV,240
4660022.0,WEST HOUSTON ST/GREENE ST,102
4539943.0,COOPER ST/EVERGREEN AV,334
4541102.0,CHURCH AV/E 39 ST,237
4738429.0,WHITE PLAINS RD/OBRIEN AV,157
4545999.0,BEDFORD AV/PROSPECT PL,116
4668244.0,ADAM C POWELL BLVD/W 122 ST,69
4668252.0,2 AV/E 82 ST,57
4677654.0,COOPER ST/EVERGREEN AV,220
4549557.0,W 135 ST/MALCOLM X BLVD,196
4550602.0,NOSTRAND AV/PROSPECT PL,76
4688209.0,W 116 ST/ADAM C POWELL BLVD,133
4688418.0,E 79 ST/1 AV,107
4556564.0,RIVERSIDE DR/W 137 ST,109
4557370.0,BROADWAY/RIVERSIDE DR,114
4559096.0,W 42 ST/10 AV,52
4742068.0,60 ST/16 AV,550
4747624.0,MADISON ST/MARKET ST,97
4705670.0,21 ST/BROADWAY,1503
4787201.0,BROOKLYN AV/ATLANTIC AV,105
4790969.0,BEDFORD AV/WINTHROP ST,118
4904582.0,EAST TREMONT AV/ANTHONY AV,190
4753639.0,RIVERSIDE DR/W 142 ST,75
4753866.0,RIVERSIDE DR/W 142 ST,15
4753918.0,BROADWAY/GREENE AV,121
4756551.0,FLATBUSH AV/CHESTER CT,56
4907861.0,MYRTLE AV/MENAHAN ST,62
4795857.0,BROADWAY/W 161 ST,54
4798723.0,1 AV/MITCHELL PL,95
4807244.0,CATON AV/E 3 ST,175
4916340.0,AMSTERDAM AV/W 81 ST,149
4920338.0,1 AV/E 67 ST,98
4759680.0,gowanus expwy/woodhull st,462
4760085.0,FLATBUSH AV/SAINT MARKS AV,256
4760107.0,ATLANTIC AV/BOND ST,220
4766284.0,E 116 ST/3 AV,103
4768778.0,MANHATTAN AV/INDIA ST,187
4920448.0,COLUMBUS AV/W 84 ST,139
4808239.0,E 49 ST/1 AV,137
4813342.0,W 50 ST/9 AV,97
4815953.0,GATES AV/CENTRAL AV,177
4820897.0,FULTON ST/ASHLAND PL,187
4822181.0,1 AV/E 82 ST,69
4920489.0,E 57 ST/2 AV,133
4925368.0,RALPH AV/PUTNAM AV,156
