id,bus_stop,w_distance
9.05163090388473e+17,6 AV/W 54 ST,138
9.051632809948425e+17,6 AV/W 54 ST,138
9.051638323966604e+17,6 AV/W 54 ST,138
9.04537540621885e+17,W 44 ST/6 AV,113
9.045398048218757e+17,MURRAY ST/NORTH END AV,16
9.04540367562348e+17,MURRAY ST/NORTH END AV,16
9.051638880601123e+17,6 AV/W 54 ST,138
9.051639823797377e+17,6 AV/W 54 ST,138
9.05164331540084e+17,6 AV/W 54 ST,138
9.051648600975912e+17,6 AV/W 54 ST,138
9.051649350430785e+17,6 AV/W 54 ST,200
9.051650120976067e+17,6 AV/W 54 ST,138
9.045412672718335e+17,MURRAY ST/NORTH END AV,16
9.0456830742679e+17,SAINT MARKS PL/HYATT ST,353
9.021936820873736e+17,LINDEN BLVD/CRESCENT ST,95
9.022082951217988e+17,ADAM C POWELL BLVD/W 140 ST,124
9.022250583710116e+17,EAST TREMONT A/ROOSEVELT AV,182
9.02274036912134e+17,MERRICK BLVD/221 ST,376
9.087185898316073e+17,WASHINGTON AV/STERLING PL,17
9.087587341851743e+17,HALSEY ST/MARCUS GARVEY BLVD,129
9.087652715870499e+17,FREDERICK DOUGLASS BLVD/W 147 ST,143
9.087821321656799e+17,SAINT MARKS PL/AVENUE A,185
9.045853800994024e+17,GREENPOINT AV/40 ST,175
9.046395835597162e+17,JAMAICA AV/ELDERT LN,322
9.048914649381304e+17,NEW YORK AV/PROSPECT PL,99
9.133495213541352e+17,WEST HOUSTON ST/LAGUARDIA PL,222
9.05210320377722e+17,11 ST/JACKSON AV,220
9.052437328818436e+17,ADAM C POWELL BLVD/W 139 ST,134
9.053109196412988e+17,BROOKLYN AV/ATLANTIC AV,70
9.053195140835039e+17,W 42 ST/11 AV,75
9.053975837190011e+17,BROADWAY/GRANITE ST,316
9.056368876505559e+17,ROCKAWAY AV/MACDOUGAL ST,83
9.056513196842534e+17,E 233 ST/WHITE PLAINS RD,404
9.058210670932806e+17,LEXINGTON AV/E 98 ST,34
9.059169272421751e+17,TROY AV/MONTGOMERY ST,122
9.133514798754419e+17,65 PL/53 DR,962
9.133575786415579e+17,GRAND AV/73 ST,1327
9.13430766168315e+17,GRAND AV/73 ST,1414
9.087821530404741e+17,AVENUE A/E 5 ST,74
9.089021108688088e+17,LEXINGTON AV/E 37 ST,280
9.089116133773837e+17,JAMAICA AV/170 ST,224
9.089729984082557e+17,BOWERY/E 3 ST,102
9.093491942223671e+17,10 AV/W 47 ST,102
9.093637843379191e+17,10 AV/W 47 ST,102
9.093748711193588e+17,W 37 ST/BAY VIEW AV,1368
9.094136873826419e+17,9 AV/W 28 ST,255
9.135179365547779e+17,CHRISTOPHER ST/HUDSON ST,89
9.135182396597165e+17,CHRISTOPHER ST/HUDSON ST,89
9.135561966847675e+17,6 AV/W 27 ST,128
9.1364920384733e+17,FLUSHING AV/THROOP AV,176
9.136513090257837e+17,THROOP AV/MYRTLE AV,372
9.059982531191526e+17,WHITE PLAINS RD/E 233 ST,61
9.064059711282852e+17,63 DR/WOODHAVEN BLVD,756
9.065854910772159e+17,10 AV/W 47 ST,159
9.066023606021631e+17,W 37 ST/CANAL AV,1175
9.067089018296657e+17,101 ST/31 AV,247
9.067491942777969e+17,BROOKLYN-QUEENS EXPWY/47 ST,140
9.067697341949827e+17,GREENE AV/WASHINGTON AV,135
9.067951042644524e+17,VAN WYCK SOUTH SERVICE RD/BUILDING 90,15095
9.070887272006733e+17,NORWAY AV/FOCH AV,226
9.136648802617536e+17,9 AV/W 20 ST,162
9.13913652945789e+17,WYCKOFF AV/MADISON ST,71
9.094924430543631e+17,MYRTLE AV/HARMAN ST,59
9.095494118114892e+17,FARMERS BLVD/140 AV,636
9.096245290457153e+17,MORRIS AV/E 158 ST,193
9.096359119789e+17,EMPIRE BLVD/NOSTRAND AV,169
9.099463578852852e+17,1 AV/E 91 ST,110
9.100814558138921e+17,5 AV/3 ST,299
9.101157319421059e+17,AVENUE OF THE AMERICAS/WEST BROADWAY,106
9.101166814685085e+17,5 AV/21 ST,72
9.139254961389868e+17,EAST HOUSTON ST/CLINTON ST,24
9.139794995333247e+17,W 145 ST/AMSTERDAM AV,82
9.071644339677818e+17,2 AV/E 28 ST,72
9.072470401320558e+17,6 AV/W 27 ST,133
9.072525166070231e+17,W 86 ST/CENTRAL PK WEST,235
9.073027570920376e+17,EMPIRE BLVD/NOSTRAND AV,69
9.073563474968737e+17,KENT AV/S 1 ST,33
9.074227931776302e+17,EMPIRE BLVD/NEW YORK AV,160
9.14503982420676e+17,CLOVE RD/WEST FINGERBOARD RD,113
9.075282280193596e+17,GLENWOOD RD/E 35 ST,171
9.080136109968433e+17,LEXINGTON AV/E 37 ST,75
9.101349785387773e+17,WASHINGTON AV/PROSPECT PL,167
9.101530120375131e+17,CLASSON AV/STERLING PL,173
9.102161804784772e+17,MANHATTAN AV/W 113 ST,100
9.102350840082406e+17,FDR DR/E 35 ST,63
9.102910036430991e+17,FREDERICK DOUGLASS BLVD/W 123 ST,195
9.103295597002584e+17,CHURCH ST/FULTON ST,102
9.105549266478776e+17,65 PL/53 DR,1232
9.146514821705102e+17,RESERVOIR AV/W 195 ST,249
9.150949039607908e+17,AVENUE A/E 5 ST,120
9.150993938835502e+17,2 AV/E 46 ST,145
9.150998321490812e+17,W 10 ST/GREENWICH ST,47
9.151111985528003e+17,HARRISON ST/HUDSON ST,96
9.151434781281993e+17,E 79 ST/2 AV,169
9.151641139185254e+17,FLUSHING AV/THROOP AV,152
9.080674682308754e+17,DEAN ST/TROY AV,33
9.081682261821265e+17,HEMPSTEAD AV/221 ST,295
9.081797617469678e+17,SARATOGA AV/MARION ST,122
9.085145182400648e+17,WESTCHESTER AV/TINTON AV,407
9.086343228478164e+17,SARATOGA AV/ATLANTIC AV,161
9.086740655561988e+17,EAST GUN HILL RD/PAULDING AV,369
9.086770700219816e+17,DIVISION AV/WYTHE AV,175
9.08678306945939e+17,CASTLE HILL AV/NORTON AV,192
9.185189059396934e+17,3 AV/E 33 ST,47
9.10771154080516e+17,LINDEN BLVD/78 ST,537
9.107863940920564e+17,SCHAEFER ST/WILSON AV,214
9.108360811624969e+17,SEAVIEW AV/E 93 ST,232
9.108690809511748e+17,JAMAICA AV/QUEENS BLVD,51
9.109490233741714e+17,MALCOLM X BLVD/W 127 ST,116
9.110596530946365e+17,CHURCH AV/E 42 ST,170
9.113822968316677e+17,CARY AV/NORTH BURGHER AV,466
9.115409754830089e+17,COLLEGE POINT BLVD/MAPLE AV,76
9.151953821034351e+17,101 ST/31 AV,480
9.154072464421303e+17,6 AV/W 45 ST,184
9.185191853909001e+17,CHRISTOPHER ST/HUDSON ST,89
9.186563900742381e+17,METROPOLITAN AV/LEFFERTS BLVD,486
9.186656144774148e+17,VICTORY BLVD/LISA PL,578
9.18838993806282e+17,BROADWAY/W 207 ST,270
9.188879028979374e+17,LINCOLN AV/BRUCKNER BLVD,299
9.189227556630968e+17,ADAM C POWELL BLVD/W 131 ST,183
9.154506921038422e+17,HYLAN BLVD/REYNOLDS ST,468
9.117565334298127e+17,FARMERS BLVD/140 AV,286
9.118132716766036e+17,9 AV/W 44 ST,57
9.118337838531191e+17,82 ST/ROOSEVELT AV,723
9.118905557208554e+17,AVENUE A/E 5 ST,99
9.119877555972019e+17,HOLLIS AV/198 ST,270
9.120030794379965e+17,ATLANTIC AV/WOODHAVEN BLVD,217
9.154857747927889e+17,MYRTLE AV/BUSHWICK AV,220
9.157807363714048e+17,SCHAEFER ST/KNICKERBOCKER AV,141
9.158106289475721e+17,COLUMBUS AV/W 89 ST,170
9.158967472750391e+17,LAUREL HILL BLVD/58 ST,1539
9.12119017271777e+17,E 86 ST/2 AV,114
9.12119694048611e+17,E 86 ST/LEXINGTON  AV,102
9.121453139164899e+17,COLUMBUS AV/W 100 ST,178
9.12149898639905e+17,WATER ST/HANOVER SQ,53
9.121582101339156e+17,LINDEN BLVD/ROCKAWAY PKWY,468
9.121909243912151e+17,WATER ST/OLD SLIP,97
9.16141533448158e+17,VAN DUZER ST/VANDERBILT AV,1
9.190792909299309e+17,WEBSTER AV/CLAREMONT PKWY,484
9.191164711354578e+17,WEST HOUSTON ST/SULLIVAN ST,224
9.191168876029165e+17,BROADWAY/WALKER ST,127
9.193838455928838e+17,HALSEY ST/LEWIS AV,101
9.19387125442549e+17,LINCOLN RD/FLATBUSH AV,64
9.193910268298253e+17,DE KALB AV/SAINT NICHOLAS AV,213
9.19518849494472e+17,BAYCHESTER AV/STRANG AV,341
9.165840331106792e+17,LINCOLN AV/BRUCKNER BLVD,314
9.121981542571461e+17,BROADWAY/W 57 ST,151
9.122399433873174e+17,7 AV/W 55 ST,95
9.122587452357453e+17,COLUMBUS AV/W 100 ST,162
9.122633106118586e+17,COLUMBUS AV/W 97 ST,75
9.122943244115626e+17,WATER ST/WALL ST,247
9.123104161670115e+17,1 AV/E 34 ST,75
9.168211108126102e+17,E 50 ST/2 AV,167
9.168542314472289e+17,82 ST/ROOSEVELT AV,1389
9.169088553210331e+17,CROSBY AV/MIDDLETOWN RD,64
9.196251763194528e+17,BATTERY PL/WEST ST,108
9.196986483863245e+17,BROADWAY/JEFFERSON AV,431
9.197421816112457e+17,UTICA AV/LENOX RD,214
9.197944293418816e+17,JAMAICA AV/QUEENS BLVD,212
9.198278825524091e+17,CHURCH AV/NOSTRAND AV,167
9.198434330715904e+17,JAMAICA AV/144 ST,327
9.200685928927313e+17,3 AV/E 11 ST,55
9.169353461504801e+17,W 14 ST/7 AV,157
9.123339873620178e+17,3 AV/E 60 ST,157
9.123558683244933e+17,2 AV/E 64 ST,86
9.123724245809418e+17,2 AV/E 108 ST,165
9.123967326178623e+17,2 AV/E 66 ST,96
9.124019245641606e+17,E 65 ST/5 AV,165
9.125103764024515e+17,HYLAN BLVD/ELMTREE AV,91
9.17234029357675e+17,NEW YORK AV/TILDEN AV,355
9.172601130300744e+17,E 80 ST/AVENUE N,388
9.200693737239722e+17,CHRISTOPHER ST/HUDSON ST,89
9.201038260042231e+17,11 AV/W 47 ST,59
9.201096781150487e+17,6 AV/W 31 ST,56
9.201754189618246e+17,FRANCIS LEWIS BLVD/256 ST,120
9.201920859398528e+17,5 AV/W 32 ST,209
9.201944838504229e+17,FRANKLIN ST/INDIA ST,61
9.202355909474715e+17,10 AV/W 27 ST,85
9.172802324162849e+17,3 AV/E 109 ST,87
9.172975501273356e+17,SPRINGFIELD BLVD/132 RD,246
9.173613726865796e+17,MANHATTAN AV/CLAY ST,80
9.125989577717661e+17,SAINT MARKS PL/AVENUE A,175
9.12717631989481e+17,CENTRAL PARK WEST/W 75 ST,102
9.128391439786822e+17,BERGEN ST/BUFFALO AV,279
9.129544614912943e+17,MIDLAND AV/FREEBORN ST,1174
9.131003888176653e+17,1 AV /E 4 ST,140
9.173750935756623e+17,BEDFORD AV/WILLOUGHBY AV,105
9.174903191847277e+17,10 AV/W 19 ST,93
9.202817293678625e+17,8 AV/W 52 ST,180
9.203219820030156e+17,BROADWAY/W 77 ST,93
9.203233890457115e+17,BROADWAY/W 77 ST,93
9.203249569559052e+17,BROADWAY/W 77 ST,93
9.175088550137188e+17,BEDFORD AV/DE KALB AV,38
9.175219670791261e+17,MANHATTAN AV/W 116 ST,36
9.17633322049671e+17,21 ST/BROADWAY,1537
9.132277574115674e+17,THROOP AV/MYRTLE AV,372
9.133232222500216e+17,65 PL/53 DR,1079
9.133419211569774e+17,GRAND AV/73 ST,1191
9.231841769388557e+17,6 AV/WEST HOUSTON ST,130
9.231975593125166e+17,E 55 ST/1 AV,100
9.232076908749517e+17,2 AV/E 75 ST,71
9.232416834523242e+17,1 AV/E 70 ST,148
9.23280110640373e+17,west st/morris st,30
9.232849675859516e+17,DRIGGS AV/N 7 ST,120
9.178852224150162e+17,3 AV/E 11 ST,55
9.203965879457916e+17,EAST HOUSTON ST/RIDGE ST,159
9.208675582333509e+17,OGDEN AV/W 169 ST,128
9.212438055095859e+17,CRESCENT ST/RIDGEWOOD AV,220
9.213191000954683e+17,REX RD/FERN PL,102
9.180806414246025e+17,FOSTER AV/E 18 ST,670
9.1808948083341e+17,CONEY ISLAND AV/CORTELYOU RD,410
9.181307357151711e+17,FULTON ST/STUYVESANT AV,176
9.233872938015077e+17,82 ST/ROOSEVELT AV,1347
9.233997198730029e+17,WEST HOUSTON ST/LAGUARDIA PL,211
9.235012597745376e+17,BROADWAY/W 172 ST,98
9.238155136330303e+17,MADISON AV/E 123 ST,101
9.238222720265458e+17,GRAHAM AV/METROPOLITAN AV,68
9.238603593836156e+17,WEST ST/KENT ST,172
9.239007044524289e+17,BROADWAY/ABERDEEN ST,272
9.239198497927676e+17,KINGSTON AV/PROSPECT PL,119
9.181410908134879e+17,VAN WYCK SOUTH SERVICE RD/BUILDING 90,16940
9.181587202848591e+17,WILSON AV/TROUTMAN ST,247
9.213902289209224e+17,MYRTLE AV/HART ST,140
9.216433851693458e+17,GATES AV/LEWIS AV,119
9.217319721220447e+17,VAN WYCK SOUTH SERVICE RD/BUILDING 90,17037
9.217548953723128e+17,CATON AV/SAINT PAULS PL,192
9.218364965706775e+17,RIVERSIDE DR/W 82 ST,75
9.182993514149176e+17,LAUREL HILL BLVD/58 ST,561
9.183554508723516e+17,ADAM C POWELL BLVD/W 121 ST,203
9.239263168088113e+17,BROADWAY/W 77 ST,93
9.239329848330868e+17,2 AV/E 46 ST,143
9.239360391093389e+17,BROADWAY/W 77 ST,93
9.239745739092457e+17,BEDFORD AV/N 8 ST,80
9.24001872239136e+17,6 AV/W 27 ST,156
9.240960464035343e+17,ROGERS AV/LINDEN BLVD,35
9.241240165919862e+17,28 ST/QUEENS PLAZA SOUTH,63
9.245100905678273e+17,E 79 ST/2 AV,169
9.183664305249683e+17,REMSEN AV/WINTHROP ST,207
9.183671848139409e+17,VAN WYCK SOUTH SERVICE RD/BUILDING 90,15076
9.183888660351159e+17,RICHMOND RD/OLD TOWN RD,375
9.219736376990628e+17,AVENUE C/E 12 ST,247
9.219857401301939e+17,10 AV/W 47 ST,116
9.222051827784854e+17,EAST HOUSTON ST/NORFOLK ST,70
9.2238018011614e+17,EAST HOUSTON ST/MOTT ST,68
9.184041448498112e+17,MORRIS AV/E 174 ST,104
9.281358526814838e+17,SPRINGFIELD BLVD/93 AV,196
9.245226731568968e+17,10 AV/W 47 ST,102
9.245230822876978e+17,10 AV/W 47 ST,102
9.246634086384503e+17,MADISON ST/RUTGERS ST,310
9.246668647240206e+17,CONEY ISLAND AV/DORCHESTER RD,458
9.247550085382478e+17,3 AV/E 17 ST,96
9.247681622334564e+17,LINDEN BLVD/79 ST,791
9.281430286841033e+17,PROSPECT PARK WEST/PROSPECT AV,136
9.281509494380558e+17,GREENPOINT AV/46 ST,587
9.282038449653779e+17,LAUREL HILL BLVD/58 ST,744
9.283583889943264e+17,MALCOLM X BLVD/W 122 ST,129
9.283947245313064e+17,LEXINGTON AV/E 28 ST,190
9.284365258283959e+17,21 ST/35 AV,901
9.224887512733637e+17,COLUMBUS AV/W 108 ST,177
9.225271813642985e+17,COLLEGE POINT BLVD/MAPLE AV,224
9.22531986743506e+17,FORT WASHINGTON AV/W 181 ST,298
9.225449177288692e+17,W 14 ST/8 AV,140
9.225704877436913e+17,ROGERS AV/MONTGOMERY ST,100
9.226659614587278e+17,BEDFORD AV/DEAN ST,69
9.22748405120764e+17,WILSON AV/GROVE ST,98
9.227632904255045e+17,SAINT JOHNS PL/TROY AV,187
9.285009611307017e+17,CLARKSON AV/ROGERS AV,175
9.248038982277642e+17,FREDERICK DOUGLASS BLVD/W 116 ST,57
9.248657143494598e+17,STORY AV/BOYNTON AV,527
9.2523357668866e+17,NASSAU AV/HUMBOLDT ST,69
9.252434790221569e+17,WYTHE AV/N 6 ST,136
9.252875095007288e+17,GRAHAM AV/COOK ST,94
9.253072781013257e+17,PARK AV/CARLTON AV,89
9.253082905259295e+17,PARK AV/CARLTON AV,89
9.253092969902172e+17,PARK AV/CARLTON AV,89
9.253329092229632e+17,ALLEN ST/DELANCEY ST,148
9.285135456113211e+17,CLARKSON AV/ROGERS AV,175
9.286329617962715e+17,3 AV/E 99 ST,197
9.289013006964956e+17,W 10 ST/WAVERLY PL,164
9.28984413131741e+17,9 AV/W 46 ST,113
9.290405574098854e+17,METROPOLITAN AV/RODNEY ST,279
9.2904158992805e+17,METROPOLITAN AV/RODNEY ST,279
9.290843974827736e+17,BOWERY/GRAND ST,149
9.291118625140047e+17,FRANKLIN ST/CALYER ST,100
9.231190890044028e+17,ROCKAWAY AV/SUMPTER ST,144
9.231730586447954e+17,10 AV/W 47 ST,102
9.328658478606456e+17,FLATLANDS AV/AVENUE J,132
9.328863667764458e+17,MADISON AV/E 109 ST,175
9.32893071035345e+17,BROADWAY/JEFFERSON AV,64
9.331999394522281e+17,CENTRE ST/BROOME ST,123
9.332290241267538e+17,METROPOLITAN AV/GRAHAM AV,170
9.332374759658339e+17,PARK AV/WASHINGTON AV,98
9.332803848343963e+17,BROADWAY/W 77 ST,93
9.332818521501989e+17,BROADWAY/W 77 ST,93
9.254289134948536e+17,W 57 ST/6 AV,103
9.254295953797587e+17,W 57 ST/6 AV,103
9.254305262432061e+17,W 57 ST/6 AV,103
9.25469920044847e+17,WESTCHESTER AV/ROBERTS AV,355
9.256714499311875e+17,BEDELL ST/BAISLEY BLVD,771
9.257247141550458e+17,LAFAYETTE AV/LEWIS AV,222
9.260361165496145e+17,BROADWAY/BEDFORD AV,247
9.291621670064493e+17,1 AV/E 1 ST,170
9.292113533485844e+17,BERGEN ST/UTICA AV,100
9.292531352063151e+17,VAN WYCK SOUTH SERVICE RD/BUILDING 90,14760
9.292878111212172e+17,ROGERS AV/CLARKSON AV,170
9.294781607902394e+17,W 23 ST/6 AV,243
9.295846247483626e+17,RICHMOND TERR/BEMENT AV,367
9.3328484417632e+17,BROADWAY/W 77 ST,93
9.333178586717788e+17,10 AV/W 47 ST,155
9.334011560853247e+17,HALSEY ST/THROOP AV,104
9.334011644717117e+17,MARCUS GARVEY BLVD/LEXINGTON AV,89
9.336365165154468e+17,SEAVIEW AV/OLYMPIA BLVD,74
9.337658749853989e+17,3 AV/E 11 ST,55
9.339047776834474e+17,AMSTERDAM AV/W 98 ST,67
9.260739679354523e+17,NEW YORK AV/FARRAGUT RD,142
9.260801954328221e+17,MALCOLM X BLVD/W 132 ST,95
9.261084013263085e+17,HUDSON ST/HORATIO ST,69
9.262781183173398e+17,CLARKSON AV/KINGS COUNTY HOSPITAL,732
9.263128645668918e+17,BAY ST/TOWNSEND AV,58
9.264529975480849e+17,FLATBUSH AV/CATON AV,64
9.296791380058815e+17,FOSTER AV/E 22 ST,226
9.297477801497851e+17,1 AV/E 70 ST,94
9.298623569187314e+17,MANHATTAN AV/W 116 ST,81
9.299525826697079e+17,1 AV/E 31 ST,71
9.299536484240772e+17,THOMAS S BOYLAND ST/DEAN ST,162
9.299784638258628e+17,FRANKFORT ST/WILLIAM ST,259
9.300187785054131e+17,5 AV/W 46 ST,155
9.302771683781431e+17,FULTON ST/THOMAS S BOYLAND ST,8
9.339154622950228e+17,5 AV/W 32 ST,102
9.33971768939004e+17,GATES AV/BEDFORD AV,145
9.340319037950217e+17,FULTON ST/DUFFIELD ST,177
9.340536887242693e+17,BROADWAY/WORTH ST,65
9.34097609926046e+17,GATES AV/CLASSON AV,25
9.341000650882776e+17,HALSEY ST/BUSHWICK AV,16
9.341074696921564e+17,8 AV/W 39 ST,186
9.342604467165179e+17,21 ST/41 AV,405
9.342757708580751e+17,GRAHAM AV/JACKSON ST,93
9.343193236485601e+17,GATES AV/EVERGREEN AV,423
9.303738169963185e+17,ATLANTIC AV/WOODHAVEN BLVD,217
9.264582705209654e+17,FLATBUSH AV/CATON AV,62
9.264622890927218e+17,CLARKSON AV/FLATBUSH AV,25
9.267288729189124e+17,7 AV/W 15 ST,19
9.267518847006115e+17,E 138 ST/BROOK AV,152
9.26845982059796e+17,ALLEN ST/DELANCEY ST,150
9.269060902381176e+17,LINDEN BLVD/SUTPHIN BLVD,705
9.269193291320788e+17,LINDEN BLVD/SUTPHIN BLVD,1022
9.269876808967235e+17,MADISON AV/E 107 ST,91
9.270654313325445e+17,FRANCIS LEWIS BLVD/147 DR,220
9.271170246088759e+17,FRANCIS LEWIS BLVD/147 DR,36
9.271362979043681e+17,UNION TPKE/PARSONS BLVD,980
9.30566199035367e+17,8 AV/W  56 ST,84
9.273485640344436e+17,1 AV/E 91 ST,82
9.273488548143544e+17,1 AV/E 91 ST,82
9.273532183490685e+17,BOWERY/PRINCE ST,132
9.305973202863256e+17,SMITH ST/DOUGLASS ST,141
9.30648551063213e+17,BEDFORD AV/S 2 ST,201
9.343805881920512e+17,UTICA AV/BERGEN ST,65
9.344736127214214e+17,WHITE PLAINS RD/BRUCKNER BLVD,304
9.345086944462191e+17,FORT WASHINGTON AV/W 179 ST,118
9.345102719971722e+17,3 AV/E 11 ST,55
9.345105779197778e+17,3 AV/E 11 ST,55
9.346441323281531e+17,CLARKSON AV/FLATBUSH AV,63
9.309367745956268e+17,65 PL/53 DR,1695
9.309369264711395e+17,LAUREL HILL BLVD/58 ST,1520
9.309370602321178e+17,82 ST/ROOSEVELT AV,1630
9.274258743943049e+17,ALBANY AV/FULTON ST,96
9.275310754488997e+17,WASHINGTON AV/BERGEN ST,167
9.275527649073185e+17,BERGEN ST/NOSTRAND AV,219
9.275902862555049e+17,BROADWAY/W 77 ST,93
9.275944775553403e+17,BROADWAY/W 77 ST,93
9.27751966043551e+17,W 23 ST/8 AV,200
9.347192204508079e+17,VANDERBILT AV/ATLANTIC AV,42
9.347627437056558e+17,153 ST/HILLSIDE AV,637
9.348629799559505e+17,EAST HOUSTON ST/CLINTON ST,355
9.35027213162316e+17,WILSON AV/SCHAEFFER ST,155
9.35323497276063e+17,E 10 ST/AVENUE C,125
9.354957996881329e+17,10 AV/W 47 ST,57
9.355227484804856e+17,AMSTERDAM AV/W 86 ST,79
9.310435374851634e+17,ASTORIA BLVD SOUTH/77 ST,163
9.310616526691663e+17,HYLAN BLVD/BENTON AV,118
9.312162529152827e+17,LINDEN BLVD/179 ST,187
9.313465997007372e+17,THOMAS S BOYLAND ST/MACDOUGAL ST,104
9.390967882991355e+17,BROADWAY/W 77 ST,93
9.390992102476047e+17,BROADWAY/W 77 ST,93
9.39121148158704e+17,BERGEN ST/NEW YORK AV,223
9.391537529334911e+17,12 AV/W 46 ST,119
9.392684466622271e+17,BAY PKWY/83 ST,222
9.39387800231178e+17,s 4 st/havemeyer st,195
9.394311703195885e+17,NEW LOTS AV/BRADFORD ST,117
9.317104653354461e+17,E 57 ST/2 AV,83
9.317375837271672e+17,AMSTERDAM AV/W 91 ST,86
9.355374024851392e+17,BEDFORD AV/S 2 ST,68
9.356327817654103e+17,FLATLANDS AV/E 84 ST,248
9.356413230377165e+17,CENTRE ST/GRAND ST,305
9.358393839794458e+17,W 49 ST/9 AV,78
9.359146419427892e+17,FRANCIS LEWIS BLVD/255 ST,449
9.36124309654742e+17,ASTORIA BLVD SOUTH/STEINWAY ST,434
9.36130644061301e+17,ASTORIA BLVD SOUTH/STEINWAY ST,761
9.361380350590845e+17,ASTORIA BLVD SOUTH/STEINWAY ST,442
9.317549097946653e+17,OGDEN AV/W 166 ST,281
9.317553715263397e+17,7 AV/W 20 ST,160
9.319523616113315e+17,FLUSHING AV/EVERGREEN AV,310
9.319972127993514e+17,CRESCENT ST/FULTON ST,144
9.39707381622763e+17,5 AV/W 30 ST,88
9.39751910723746e+17,W 31 ST/6 AV,193
9.39756457237945e+17,WILSON AV/HANCOCK ST,280
9.397820420546487e+17,JAMAICA AV/104 ST,395
9.398486654739098e+17,E 9 ST/BROADWAY,132
9.398871362805032e+17,EAST TREMONT AV/PROSPECT AV,412
9.399118592972406e+17,FLATBUSH AV/DORCHESTER RD,716
9.401566294133457e+17,10 AV/W 47 ST,10
9.32036061742273e+17,10 AV/W 21 ST,16
9.320619509170665e+17,SAINT NICHOLAS AV/W 150 ST,102
9.320999434998455e+17,CONEY ISLAND AV/AVENUE C,243
9.36142626413916e+17,ASTORIA BLVD SOUTH/STEINWAY ST,675
9.362425895928289e+17,E 116 ST/3 AV,4
9.363141538928113e+17,KOSSUTH PL/BUSHWICK AV,129
9.368358280646966e+17,AVENUE D/NEW YORK AV,79
9.369597562839379e+17,W 44 ST/6 AV,98
9.369998030983683e+17,AVENUE D/NEW YORK AV,160
9.370203956753268e+17,AVENUE D/BROOKLYN AV,144
9.37049149080505e+17,FREDERICK DOUGLASS BLVD/W 145 ST,135
9.3708827201389e+17,SEAVIEW AV/OLYMPIA BLVD,253
9.325095257054771e+17,WATER ST/HANOVER SQ,187
9.325138818025676e+17,WATER ST/HANOVER SQ,187
9.325177024844635e+17,WATER ST/HANOVER SQ,187
9.325194514540579e+17,WATER ST/HANOVER SQ,187
9.32522047518865e+17,WATER ST/HANOVER SQ,187
9.325239012556074e+17,WATER ST/HANOVER SQ,187
9.325266289962952e+17,WATER ST/HANOVER SQ,187
9.325543881576529e+17,9 AV/W 46 ST,198
9.325686220350939e+17,9 AV/W 46 ST,198
9.40279919668139e+17,MYRTLE AV/STOCKHOLM ST,122
9.404585387952238e+17,MESEROLE ST/MANHATTAN AV,147
9.405033703174053e+17,BEDFORD AV/HANCOCK ST,109
9.405287767812722e+17,CLARKSON AV/NOSTRAND AV,240
9.406266152744265e+17,2 AV/E 78 ST,60
9.406434378298419e+17,HALSEY ST/BUSHWICK AV,100
9.407028611770127e+17,SCHAEFER ST/CENTRAL AV,143
9.407566534527684e+17,NASSAU AV/MONITOR ST,88
9.411359173186102e+17,ROCKAWAY PKWY/AVENUE L,427
9.412126396957568e+17,2 AV/E 25 ST,86
9.325702068480687e+17,9 AV/W 46 ST,198
9.32578265767797e+17,8 AV/W 4 ST,108
9.325930245597649e+17,9 AV/W 46 ST,198
9.371164258649025e+17,9 AV/W 40 ST,206
9.375744455780392e+17,E 79 ST/YORK AV,188
9.376134062255566e+17,SAINT NICHOLAS AV/W 184 ST,80
9.376710474904918e+17,10 AV/W 42 ST,91
9.37708024938552e+17,9 AV/W 23 ST,112
9.378426829758068e+17,FLUSHING AV/58 DR,246
9.378734316538972e+17,LINDEN BLVD/78 ST,537
9.378805754290815e+17,48 AV/48 ST,208
9.325970603673491e+17,9 AV/W 46 ST,198
9.326586468511169e+17,RALPH AV/AVENUE K,315
9.450366212413599e+17,E 67 ST/MADISON AV,40
9.451405141922917e+17,COLUMBUS AV/W 89 ST,91
9.412505014722664e+17,HALSEY ST/IRVING AV,155
9.412676899931503e+17,SAINT JOHNS PL/SCHENECTADY AV,257
9.412684544742757e+17,MILL ST/CLINTON ST,222
9.41340717491101e+17,BERGEN ST/CLASSON AV,131
9.414010182861242e+17,LINDEN BLVD/NEWBURG ST,84
9.415268222347945e+17,HUNTS POINT AV/SENECA AV,94
9.415579071671992e+17,2 AV/E 28 ST,72
9.415933924295786e+17,REMSEN AV/FARRAGUT RD,125
9.419050979121572e+17,DECATUR ST/CENTRAL AV,67
9.451433808387773e+17,E 34 ST/3 AV,143
9.382801082357375e+17,MALCOLM X BLVD/W 145 ST,65
9.384263196393027e+17,COURT ST/3 PL,109
9.385295165727807e+17,RICHMOND TERR/TAYLOR ST,186
9.385426004324696e+17,BROADWAY/CORTLANDT ST,43
9.386523414000929e+17,WHITE PLAINS RD/RHINELANDER AV,192
9.388574023358413e+17,EAST HOUSTON ST/FORSYTH ST,192
9.389596543409952e+17,YORK AV/E 79 ST,87
9.454184480336099e+17,BROADWAY/W 196 ST,178
9.45433153175759e+17,LAUREL HILL BLVD/58 ST,1368
9.455540077782921e+17,AVENUE D/E 4 ST,116
