숙소id,공항,자동차거리(m)
736446347557912709,LGA,5469
736462450819335206,LGA,2934
731820184781162841,LGA,17206
731852946981388150,LGA,11453
731903556064617611,LGA,15473
728959740839453264,LGA,19494
728974638707556180,LGA,13357
729000632141002581,LGA,11538
729009942205510892,JFK,10314
729011132612075891,LGA,11591
729020850035785862,LGA,11769
729079841065362453,LGA,19929
729093021465019177,LGA,1650
731940007156884626,LGA,11516
732015468917137084,LGA,14634
732081188915968486,LGA,18590
732109804589016317,LGA,21811
736479219797807190,LGA,18292
736678331800252109,JFK,25634
736732701163914761,JFK,10765
736883715878353399,JFK,9377
736935741903228510,LGA,16211
736935903731706713,LGA,14875
736937979271475200,LGA,17923
736965655445471779,JFK,10040
732407002362979676,LGA,10875
732412230246403599,JFK,13047
732499499283055968,LGA,10416
732530709907169836,LGA,10416
729096618222905266,LGA,19405
729125823009270662,LGA,2033
729185297231443131,LGA,14645
729559350454124966,LGA,15000
729567707956628031,LGA,19891
729610276083038542,LGA,14937
729721629145505897,LGA,10421
729745044802488456,LGA,21081
732575553845138314,LGA,3549
732676772301128352,LGA,12917
736985875740793560,LGA,16211
737015982193204327,JFK,10244
737077373962465110,LGA,25214
737130536861792516,LGA,11898
737188583474491405,JFK,13230
733181162645786973,LGA,11614
733203158811776159,LGA,16998
733219724258180821,LGA,11344
729790014222031318,LGA,12195
729814772008750766,LGA,11890
729851683107334670,LGA,13417
729851909412860042,LGA,13645
729882104428326289,JFK,13416
729901170307417800,EWR,33979
730146657324424694,LGA,14382
733422980036577408,LGA,23824
733643513468176349,LGA,10988
733771384971943418,LGA,20674
737373064682765825,LGA,16075
737474142949878796,JFK,17019
737535736317180074,JFK,8880
737539992975231292,LGA,14470
737567109090743244,LGA,10638
737616938369086269,LGA,14209
737647813122514311,LGA,11137
734033945493294651,LGA,7323
734060738824589056,LGA,15317
734088502582394286,JFK,8757
730151695984674528,LGA,14382
730320770789117629,JFK,8272
730322098122161810,LGA,13519
730384944915172215,LGA,14570
730397424509623614,LGA,10806
730539617976108809,LGA,7339
730574439705544433,JFK,8146
730620209721699066,LGA,12600
734137973420177752,LGA,8012
734146997394470152,LGA,8073
734154018348711412,EWR,23401
734167560905310417,LGA,15433
734217966968048115,LGA,15517
734218369429025853,LGA,15626
737718519546722846,EWR,19710
737853468116887919,LGA,18901
737873907630409682,JFK,7259
737877918821333784,LGA,11928
738550730671307518,JFK,11175
738594574645655257,LGA,11015
730806224413736320,LGA,13633
740654894919684749,LGA,16140
740725192615343242,LGA,21957
740743485713081436,JFK,7915
740805106520747832,JFK,5834
741178664950324853,JFK,10451
741203384678717076,JFK,7794
741224200594669992,LGA,12590
734234083570975359,LGA,15712
734241935990286841,LGA,12725
734299289826981049,JFK,15923
734505370282762658,LGA,14203
734508389359559075,LGA,10845
734632429122941216,JFK,6519
741243111598984805,LGA,12590
741258879565847173,LGA,20733
741259529129879788,LGA,14765
741260126908890860,LGA,28382
741287817783270966,LGA,14189
741304412879165092,JFK,8211
741304743431862990,LGA,14150
734670689144946957,LGA,12973
738673555884916721,JFK,23191
738962214400586787,LGA,4168
739023711602043484,LGA,18048
739112539830946258,LGA,21212
739195121853682695,LGA,14943
734682208263244829,LGA,18080
734711419793571699,JFK,10358
734738222848364398,LGA,14068
734810929658737801,LGA,19682
734846747989529693,LGA,6989
734856159054967893,JFK,9405
739232719991932583,LGA,15736
739314926079159676,LGA,17089
739315499050884201,LGA,17089
739333866230665371,EWR,28924
739353430791373395,LGA,18888
739670023874151238,LGA,14091
739758265100844130,LGA,13937
739776077107508523,LGA,5073
739776411733999088,LGA,10950
741407967250747313,JFK,14536
741416829933711693,LGA,11867
741531697395335107,JFK,8400
741630536336437867,LGA,17262
741730313598556488,LGA,14376
741855432786425988,LGA,12590
735286735702558767,LGA,16878
735423541309079837,LGA,14875
735531096154997193,LGA,24913
735551051888273909,LGA,14645
741856106447591515,LGA,12590
741867669405328335,LGA,12590
741904760414691668,LGA,15047
741951889226170199,LGA,13937
741962066446182403,LGA,12590
741962324502200158,LGA,12590
741971895925871723,EWR,16363
735612595906525217,LGA,13693
735631763810679610,LGA,11728
739834417351177521,LGA,20091
739895361417621462,LGA,13206
739933686932667572,LGA,15315
740118115021378182,LGA,17008
740362442397130150,LGA,12245
740405625762067517,LGA,19786
740414959590827579,LGA,12590
740430164115683052,LGA,13937
735638043453159182,LGA,10718
735740047616638963,LGA,9696
736049653083835769,LGA,13890
736050174167790500,LGA,19352
740446516694389016,LGA,13937
740514885087653391,LGA,12590
740581159062231033,LGA,15747
740606284690310306,LGA,13937
742105070935395430,LGA,14551
742224718214908605,LGA,14568
742232031742777766,LGA,14169
742244640792040119,LGA,21939
742246741289035376,LGA,14455
742246964097639508,LGA,14109
736067616889139930,LGA,10416
736084795061799206,LGA,10416
736086215467906691,LGA,10416
736089644757189679,LGA,10416
736091766551385632,LGA,10416
736114514393186916,LGA,15971
742550372170721908,LGA,21647
742567489503884321,LGA,7089
742579079773788872,LGA,17650
742687873762810307,LGA,17439
742712860134731702,EWR,24898
742714386869902245,LGA,16670
736131273924020245,LGA,11251
736133252972764787,LGA,12503
736139385311072356,EWR,30182
740630623928708556,LGA,15628
744733352328495344,LGA,12747
744749403071337881,LGA,12016
744770529833440564,LGA,13628
744796548590277337,LGA,10543
744829750133256721,LGA,14556
744865550787331092,LGA,18573
748738181686866655,LGA,16108
748776693953354467,LGA,13006
742715813437890794,LGA,12552
742782792117753136,LGA,17453
742846569646585640,JFK,14975
742998749453434439,LGA,11359
743022845874791243,LGA,18681
743030219130463392,JFK,15600
743044126030965291,LGA,10188
748994847204919928,LGA,12914
744906774156280600,LGA,11515
744908934921683014,LGA,11515
744909621163671206,LGA,13997
744932142269775261,JFK,13318
744935000442450119,LGA,21809
745051425164634863,LGA,19385
749139083726291164,LGA,6897
749278370480262289,LGA,6408
749445915164605594,LGA,17916
749494745811966615,LGA,13840
749496803777210350,LGA,8249
749791080990625595,LGA,15739
745300371158355608,LGA,12295
745377464961599841,LGA,12087
745555272015423459,EWR,36377
745627039931945103,LGA,12575
745632549952601244,LGA,15844
745640311964628437,EWR,34331
749791392549026619,LGA,15739
743048167676584395,LGA,16445
743144725581158434,LGA,15383
743405374131206258,LGA,15848
743407453043625683,LGA,10965
743430766348459803,LGA,24347
743552965365692523,JFK,22696
749808742967848139,LGA,11967
749994404489872607,LGA,15383
749995208680067786,LGA,15653
750023199243457494,LGA,18175
750063210457454544,LGA,16122
745647050744624708,LGA,2914
745688948281946847,LGA,1318
745717159444274973,LGA,4433
745751296696283337,LGA,12727
745755112076050280,LGA,17971
745881711855691249,JFK,15093
746104322016171774,LGA,15342
750101014637158472,LGA,12540
744111974490993924,LGA,10398
744159480269945189,LGA,15967
744215016935384966,LGA,15261
744233285959436628,LGA,15176
744254980057484501,LGA,12737
744262493550796218,LGA,15176
744278325880141330,LGA,10408
744290969874871062,LGA,5952
750300147069701577,LGA,6417
750477267798699634,LGA,16946
750494588662372881,LGA,17673
746116888957090177,LGA,12725
746284414276369998,LGA,15630
746314309007431370,LGA,20401
746373585663654569,LGA,15983
746448940630442819,LGA,13614
746609415323932939,JFK,10988
750505282907380667,LGA,17120
750531394025062547,LGA,11739
750593780976204297,LGA,20038
750630709509833993,LGA,12267
750710871111682947,JFK,8032
744307258225953765,LGA,3267
744359014870528272,JFK,5963
744362529094004795,LGA,11528
752908864541788629,LGA,16369
752921953355238932,LGA,21007
752979158791929975,LGA,7700
753356086346283078,LGA,21286
750723710285471751,LGA,24801
746667852407531509,JFK,10775
746831602893009488,LGA,15342
746852890077275772,LGA,19666
746896926309492595,LGA,13498
746925705111006704,JFK,11244
750753904000998400,LGA,16066
750835631234831601,JFK,11158
750848976700866789,LGA,18793
750878732923935980,LGA,15330
750897244570425014,JFK,10085
750900533440778103,JFK,14857
750914635345448241,JFK,6313
753529524355833512,LGA,21798
753574482609407847,LGA,1473
753584699878284731,LGA,17442
753625625566767209,JFK,15124
753925994443114374,LGA,6797
754134478242726210,LGA,15449
754261198080724775,LGA,14883
754303014491958884,LGA,12527
754305296891617366,JFK,11059
750934716608055913,JFK,6313
750938225856054796,EWR,31943
747005133469053153,LGA,10925
747020141188283669,LGA,18085
747024222007908598,LGA,16849
747034634993520165,JFK,10088
747128578147440471,LGA,14853
747270118567165916,EWR,31342
750941542611047167,JFK,6313
751003075015712590,JFK,17099
751033566635378285,LGA,11265
751197861486680304,LGA,15342
747271541986706190,LGA,15960
747281464541904800,EWR,31352
747286094460461568,EWR,31652
747698059198507352,LGA,11823
747718813171243776,JFK,10994
747722195492393579,JFK,11040
754330591139720659,LGA,17117
754389618036593839,JFK,10048
754396050080864336,LGA,16670
754446798370738102,LGA,23153
754495019590401182,JFK,10247
754531862309177538,LGA,6140
754532333314771606,LGA,15527
751264243680317608,LGA,16170
751266564043593979,JFK,14503
751321782606558940,LGA,6618
751327449938511809,LGA,11183
751359271785565868,LGA,15450
751398972746724429,LGA,14307
754581485916391724,LGA,19895
754604578608166118,LGA,11582
754619431849960594,LGA,11469
754705050508576196,LGA,2143
754903813460937923,JFK,11607
754912501009020897,LGA,19965
747788176671061849,LGA,14535
747795788052579372,LGA,13115
747811979906699962,LGA,15599
748008078823445006,LGA,15864
748057680426693490,LGA,15645
748470011797003577,JFK,8243
751497620345877714,EWR,33710
751527152443176010,LGA,14407
751544681082578652,LGA,11352
751560271396048113,LGA,15314
751590253777641465,LGA,14524
751699636457395715,LGA,9161
751733068317841365,LGA,19218
751800577747138674,LGA,12754
748493536087479146,LGA,3156
748515135755016899,LGA,21882
748515700543196083,LGA,12486
748531874860758183,LGA,15650
748649452367589640,LGA,15901
756650222823891886,EWR,25879
756660534724054097,LGA,21857
754964975725392895,LGA,19731
754970276793406798,LGA,12968
754979566412995800,LGA,13932
754983216992524823,JFK,22762
755105772226825440,LGA,13115
755220737964381713,LGA,16729
752069608196724586,LGA,15342
752070179119385505,LGA,14079
752124019330703900,LGA,19250
752124066836971423,LGA,14708
752124417745502491,LGA,14921
752169617765852622,LGA,12822
755221394406142242,LGA,5827
755236868074533450,LGA,5936
755267697122482301,JFK,4826
755286460663638372,LGA,14235
755330629607514553,JFK,10488
755335551291898531,LGA,19707
755386389542198187,LGA,12764
752296738753328187,LGA,11078
752385716565938223,JFK,5764
756737882259334268,LGA,24206
756886660277220330,LGA,23072
756936791389874192,JFK,9980
757033482728119535,JFK,5871
757149473920319178,JFK,5735
757228774711849799,LGA,6855
752408572450230364,LGA,4906
752408660870357666,LGA,20251
752514414550683953,LGA,11014
752544464812293243,LGA,14082
752655228754167475,LGA,15701
755389547492464436,JFK,20938
755634418778749809,LGA,10051
755673708679842154,LGA,14486
755719193573695714,LGA,18105
755778466825526669,LGA,9221
752655549882355544,LGA,15986
752731434443749551,JFK,9095
757254022509601488,LGA,15077
757277022393109416,LGA,16025
757305191807288850,LGA,16408
757363398086716298,LGA,11969
757406296840445291,LGA,14516
757429076597893284,JFK,12736
757723885731661028,LGA,10845
752831071821066645,JFK,6633
760993455681450466,LGA,19372
755784207238872851,LGA,9980
755798852926375070,LGA,9920
755808864708679787,LGA,11746
755833845116246629,LGA,13198
755863550672124721,LGA,3864
755864309002645553,LGA,4270
756017911613112955,LGA,17089
761060573991467805,LGA,1045
761081163993833414,LGA,16630
761092020586433990,LGA,10459
761095696161301825,JFK,6543
756315002691618118,LGA,24356
756336742747682834,LGA,15739
756337045983238037,LGA,15739
756339762760284119,LGA,14085
756340118753059733,LGA,14085
761354793682533629,LGA,14203
757862019875580464,LGA,24052
757883032406289882,LGA,11478
758170978075093624,LGA,15482
758599843151404829,LGA,15415
758797764317871954,LGA,15635
761440964551045378,LGA,15807
761570023840746147,LGA,3859
761590468027663159,LGA,11539
761613693125925496,LGA,14397
761616212974802622,LGA,20778
761662359690165216,LGA,18131
758848341186428053,LGA,14305
758898382905849482,LGA,19383
758954422050271170,JFK,16336
758972902973903245,LGA,10218
759230767767830325,LGA,19323
759312159547321270,LGA,12233
759327196556438457,LGA,14906
761666718123905227,JFK,7502
756375120285261731,LGA,14989
756540536210360087,LGA,11183
756541905302646211,LGA,24595
756592509277510240,JFK,17504
756606060975862828,LGA,21809
764028832460585546,LGA,14192
764032078303262106,LGA,15299
761689185301754299,LGA,19570
761701570805304167,JFK,15046
761751218620391134,LGA,12544
759395448327677517,LGA,13920
759510323619765888,LGA,13975
759566158217194391,LGA,23830
761811422193396844,LGA,11881
761826648238187131,LGA,17750
761999092943530652,LGA,15353
762106384516079291,LGA,15993
762108355757780127,LGA,15752
764160445270416334,JFK,10956
764204323992384659,LGA,20052
764320625295108312,LGA,15771
764451400540955575,JFK,7119
764496621716415694,LGA,17260
764509534515516743,LGA,5620
764575349543735915,LGA,16912
762235443968582234,LGA,8656
762241527257255051,LGA,12533
762261553288615353,LGA,16970
762286860548970446,LGA,19450
759618126064467893,LGA,7011
759629483491978223,LGA,12628
759644640471449248,LGA,7020
759988921323877489,LGA,11827
760025165140763703,LGA,14813
760067389876708923,LGA,10516
760086536368275287,LGA,10780
760094078662401363,LGA,13289
760108051671400285,LGA,13168
762312160651089421,LGA,14651
764578441677175829,LGA,11015
764580020630815374,LGA,11757
764627669435933018,LGA,22616
764649300374679192,LGA,15302
764766608238216047,LGA,14430
764818957705842595,LGA,11516
762330782833633074,LGA,15453
762354667794020777,LGA,11297
762355634788904537,LGA,11401
762384139940705802,LGA,16970
762388975585026394,LGA,18769
762416913912153218,LGA,29776
760108593429302062,LGA,13218
760173471824448206,LGA,11925
760190109240680941,LGA,11443
760251269720096205,LGA,4311
760265299629196416,LGA,14787
760316248704941154,LGA,14745
760316567719628232,LGA,9880
760370608843977331,EWR,23926
760377148896746634,LGA,16019
765017453608235245,EWR,25631
765087818851158191,LGA,25001
765111841001584233,LGA,13447
765118844676212785,LGA,12595
765148667899215063,LGA,15040
765179360601952018,LGA,13607
765223964875173585,LGA,16025
765229505754817003,LGA,13099
762429245666943839,LGA,16970
762433518245016623,LGA,15285
762458991784656327,JFK,10277
762474821456521478,LGA,16970
762480481580735660,LGA,16809
760425876057039109,LGA,3784
762482097617218325,LGA,16970
762485685708703023,LGA,16970
762491072924707955,LGA,16970
762507882453765581,LGA,2587
762526483701320413,LGA,12501
762544570846570665,LGA,12810
765281056980264511,LGA,13035
765298130099351811,LGA,13978
765327602416869056,LGA,19268
765375246553212456,LGA,11879
765481781441556146,LGA,15955
765673625786204864,LGA,15721
765807287945552082,EWR,31938
762545840532397617,LGA,18871
760808327741861820,LGA,5526
760831577880022251,JFK,10550
760861533251417597,LGA,13837
760914208844849955,LGA,16544
760926154938891092,LGA,23921
766666580976923296,LGA,13220
766667822562345128,LGA,13220
766668331526893858,LGA,13220
766668848962262872,LGA,13220
762771313461890024,LGA,4736
762771372362453042,LGA,4749
765955236862257442,LGA,11344
765990025204967594,EWR,30525
766064842518858109,LGA,13194
766065140823310125,JFK,13882
766096086063180068,LGA,12044
766096522634607786,LGA,14371
766120603819225358,LGA,13144
762777419274013912,LGA,12186
766677884307151479,LGA,11302
766684927171631153,LGA,23159
766760101825533808,EWR,32351
766778023016290813,LGA,20821
766779185445709749,LGA,15060
766811967495913594,LGA,11796
762779684841584616,LGA,15342
762780213003267628,LGA,14464
762828738412800593,LGA,19035
762880885741148037,LGA,15261
763044587478989128,LGA,13498
766139255133320100,LGA,15698
766143851141113634,LGA,12730
766154411511432669,LGA,13721
766185201488093082,JFK,7615
766186374255566430,JFK,6455
766247328646786093,JFK,6858
766254098303221820,LGA,10912
763058020165928394,LGA,14530
763058485614035011,LGA,13976
766867327829311890,LGA,18064
766907082203833190,LGA,33076
766992440128844738,LGA,21395
767231878009646886,LGA,19311
767276831498620840,LGA,14209
767279084872407625,LGA,14209
767290620459168544,LGA,14209
763095935495869214,LGA,13244
763123027753258600,LGA,13273
763125103285604216,JFK,12154
763186374158969600,LGA,15426
766278199081581936,LGA,5425
766544218723906199,LGA,11877
766586863150065296,LGA,14209
766587009305607706,LGA,14209
766587114043547494,LGA,14209
763256920991512311,LGA,3557
767300934500983246,LGA,11612
767307630876781717,LGA,14209
767310025267486207,LGA,14209
767310482416550068,LGA,14209
767335930771824747,LGA,15883
767379256896961469,LGA,19159
767521098040013680,LGA,16323
763697427169274946,LGA,12803
763731966740220241,LGA,15123
763765859890748763,JFK,14227
763886348952916913,LGA,7495
766587876480102462,LGA,14209
766588749535982004,LGA,14209
766590908640895287,LGA,12044
766594780937959861,LGA,14209
766595242178997406,LGA,14209
766602572542480306,LGA,20837
763910718510137075,LGA,19979
767836915829700237,LGA,12742
767916549446056034,LGA,17521
767916883499342445,LGA,17354
767919812132267159,EWR,23848
767964650933745121,LGA,14209
767965856588216036,LGA,14209
763948654655084485,LGA,15689
763998145997517182,LGA,11306
766651417455076043,LGA,13220
766651458567614309,LGA,13220
766655006057705213,LGA,10937
766657348274802404,LGA,13220
766659572645882524,LGA,13220
764009535010619872,LGA,15684
770834159010679789,LGA,5893
770898598733119665,LGA,17767
770939745976357312,LGA,10230
767967646552010782,LGA,14209
767969220192009842,LGA,14209
767971386549024470,LGA,14209
768008444039086418,LGA,13674
768051515089387007,LGA,8065
768054125640023806,LGA,11687
768055416816530644,LGA,13523
770949487661505259,LGA,11094
770951877817471110,LGA,17859
766659920133646601,LGA,13220
766661542029355467,LGA,13220
766662851061257667,LGA,13220
766663775895314891,LGA,13220
766665056551945374,LGA,13220
766666152927296927,LGA,13220
773899230684455375,LGA,17592
770972261780417799,LGA,11819
771020423813768188,LGA,10973
771087689598980035,LGA,15315
768239303625460600,LGA,4080
768276890212217152,LGA,16757
768282087563056680,LGA,16757
768344399966300030,JFK,7597
768367747340818549,LGA,21834
771201666879112794,LGA,15169
774038870783382384,JFK,15188
774049935883707009,LGA,24752
774062557680188919,LGA,19004
774084891829212376,LGA,23535
774129193889231826,LGA,17954
774157814612040502,LGA,15229
774466175446212322,JFK,22303
774620728248082420,LGA,5650
774639072103641181,LGA,22736
771202794766986015,LGA,5697
771229480785827254,LGA,15313
771248576049582925,LGA,15077
771270809241656242,LGA,19805
771499666300242340,LGA,13513
774653715893913056,LGA,15184
774669212621922223,LGA,13787
774720286543224436,EWR,25027
774741244725477536,LGA,21759
774761471642616124,LGA,10855
774766839213283130,LGA,17984
774778034807808122,LGA,13899
774802408005054624,LGA,14024
774826768451201686,LGA,6120
771591241885965586,LGA,14013
768469248929332207,LGA,19269
768858775491753050,LGA,16095
768911582117670134,LGA,15576
768962003786730102,LGA,18773
769042912138905521,LGA,22219
769061333176336685,LGA,21447
769077902215531520,LGA,22053
769203788648758537,LGA,5175
771740206890969653,LGA,5682
771780727594397330,LGA,12806
771814619000188761,LGA,11354
771817036951495110,LGA,15209
771870136610057169,LGA,7216
771918390264300599,LGA,14938
769423344734549749,LGA,14704
769524991917527110,LGA,14800
769596899906615913,JFK,9191
769771789526487395,LGA,13502
769798916111101444,LGA,14109
769820904680056494,LGA,11377
770130015451026213,EWR,15835
774843999742350040,LGA,14430
774847138346502224,LGA,16591
774997494059685168,JFK,11837
775141157558032530,LGA,15352
775328752462827141,LGA,22111
775347520118311909,LGA,19775
775370554168722901,LGA,17798
771962449581256963,LGA,20941
771967712456918474,EWR,30824
772002179366812090,LGA,12948
772003410329132579,LGA,17572
772163145887336030,LGA,5893
772198560326818270,JFK,13510
772234088877834938,LGA,21188
772279462487875919,JFK,11159
775404417497255085,LGA,14146
775404906098039775,JFK,10408
775408101743191192,LGA,14122
775408494394003987,LGA,14085
775492348920244062,LGA,12074
775598595236474968,JFK,9782
775671824116090617,LGA,10096
770201033720908424,LGA,23409
770285871397233955,LGA,15727
770288951055858979,LGA,19940
770290214254588951,JFK,14534
770337906744143594,LGA,15050
770483747373569378,LGA,24507
772304450747416511,LGA,13301
772388654659113138,LGA,17229
772490456980779766,LGA,14209
772492532636629319,LGA,14209
772534152702839580,LGA,14209
775966284146509182,LGA,6506
776027620120107434,LGA,15222
776028553290709192,LGA,21084
772544063239377923,LGA,20905
772582741069585344,LGA,14209
772582827254717471,LGA,14209
772582961050465003,LGA,14209
772583089773437359,LGA,14209
770566178748431390,LGA,10938
770626111287655384,LGA,14226
777662577507681372,LGA,19682
777686245168591491,LGA,5114
777760571218948460,LGA,3595
777772607597688935,LGA,21125
777819432822411458,LGA,15752
778012050970810608,LGA,16577
772583096454227135,LGA,14209
772583145283456636,LGA,14209
772583173495353742,LGA,14209
772583284030848410,LGA,14209
772596782067442622,LGA,12678
772607042480055880,JFK,8453
772683159414917117,LGA,18062
776057468351287439,LGA,15850
776058905828707468,LGA,13646
776072363078619431,LGA,14506
776103242936974883,EWR,30649
776129453363109091,LGA,15601
776152317850229170,LGA,13447
776156499497617272,LGA,16378
776250907335139310,LGA,19392
772725658656025875,LGA,16847
778012566509598679,LGA,17412
778058244021786510,LGA,22865
778085332786348581,LGA,16853
778207541912919166,JFK,15021
778211862154488577,LGA,12088
778240985641311700,LGA,14441
772730056277365796,LGA,23413
772756968091149678,LGA,15060
772767421017560337,LGA,15841
772921509916924055,LGA,15164
772924691509673607,LGA,12408
773015666203783850,LGA,10503
773044313856212611,LGA,10911
776267527494946591,LGA,25922
776332812095106464,LGA,12729
776525177219948145,JFK,13510
776615878891313388,LGA,12876
776620930082932920,LGA,12939
776685513171440422,LGA,11970
773100393141445120,LGA,11085
773106803371262601,LGA,14209
778372032945748991,LGA,11389
778441097353195696,LGA,9947
778457317754893437,LGA,12411
778471998312533603,LGA,11477
778572000129057354,LGA,12627
778574542530282444,JFK,7321
778961842180097549,LGA,14586
778969671431878921,LGA,18821
779010937952266773,LGA,25540
773107581377335705,LGA,14209
773109547703733522,LGA,16428
773117291811272451,LGA,14209
773155078509233940,LGA,14209
773156080339112883,LGA,14209
776738128391277021,LGA,12841
776759187442679676,LGA,11634
776812321278978993,LGA,12714
776958081437989970,JFK,16102
776975856045992795,LGA,11373
776989156532266496,LGA,11318
777210105036572525,LGA,15570
777403051452968837,LGA,13041
773171759933099248,LGA,12445
779054083848267105,LGA,16853
779062833521269078,LGA,16853
779066714362553158,LGA,16853
779090854871808720,LGA,11389
779115268981528799,LGA,20798
779482597825709997,LGA,17465
779776296413227357,LGA,16670
773214568696699034,LGA,19902
773237631431486588,LGA,21125
773283704607466865,LGA,15806
773305417769982471,LGA,12778
773411792567687344,LGA,10318
773451116846213530,LGA,24628
773602850831222324,JFK,12384
777428711682463144,LGA,13024
777430853925468516,LGA,6816
777439966917556755,LGA,11890
777522182326623385,LGA,14152
777522603710150946,LGA,10651
777547471265399608,LGA,16670
777563851225513973,LGA,6008
777572930730588568,LGA,19533
773726954569381317,LGA,11258
779785361288282366,LGA,13650
779805772745559832,EWR,16463
779849998311560128,JFK,7705
779947890561437735,LGA,5092
779973859525247404,JFK,13955
780006096308383874,JFK,10876
780012544575763338,LGA,13866
773826216180195039,LGA,14239
786557479422953962,EWR,31458
786561442853576095,JFK,13510
786567164909772806,LGA,10912
786689028697613402,EWR,30280
780226637180973739,LGA,12172
780330742819725859,LGA,13172
780355358535644053,LGA,5007
780363355344579209,JFK,8430
780367558387044721,JFK,8634
786704154938363139,LGA,13381
781837617897194814,LGA,14041
781851253728798676,LGA,6445
781921444998908083,LGA,19438
781949645524311249,LGA,19066
781958828895172889,JFK,23597
781968768297440066,LGA,11900
786813064665583652,LGA,12946
786813426813213019,LGA,15342
786813705384661274,LGA,12002
786824512560943945,LGA,18490
782300583829333108,JFK,16963
782404014855199852,LGA,12002
782422485359542853,LGA,20405
782595339625590679,LGA,12667
782602259984951279,LGA,12773
782661008019550832,LGA,15306
782837059423533942,LGA,7826
780560899891607462,LGA,16030
780793386308713533,LGA,18337
780873794976431657,LGA,12290
780897141519639753,LGA,19796
786895030497240792,JFK,21963
786915040612156936,LGA,9118
786944318902153348,LGA,19765
786986645361368404,LGA,11680
787003220376895637,LGA,15060
787065483397206331,LGA,11313
787169234885074235,LGA,12623
787197176717299032,LGA,16429
782868550918058550,LGA,22095
782932651604019354,LGA,9243
783197230697315653,LGA,16832
783291200468768256,LGA,14546
783305472099181331,LGA,16803
787238307521673198,LGA,14882
781070167326135184,LGA,11955
781179155479529903,LGA,14811
781241825396822509,LGA,5992
781242816348905832,LGA,14360
781311253609661076,LGA,21507
781353493483293571,LGA,15594
781354257177220014,JFK,9796
787322546345191716,JFK,13510
787547046845187866,LGA,14915
787550427791648461,LGA,14153
787564313404336491,LGA,16569
787590858545007533,LGA,15213
781387162275319892,LGA,25102
781400979774367017,EWR,36202
781447553772633220,LGA,10823
781688772983269636,LGA,13055
781689525335094212,LGA,15345
787639567025687909,JFK,9319
783324749766796882,LGA,13404
783350966806640141,LGA,22503
783387491435863626,LGA,1671
783420775267244079,LGA,11106
783522420840578469,LGA,14659
783603959542380666,LGA,13297
783615162751617942,LGA,13504
787857735797161138,LGA,22110
787866935649635640,LGA,11523
787917881988426164,JFK,13510
787927073413255581,JFK,9762
787999065887227438,LGA,15428
788055270949292372,JFK,13510
781761125235738936,LGA,21629
781800348872823259,LGA,18517
781804244104102364,JFK,10413
791243921943197302,LGA,11556
791250597874813492,LGA,7244
791289377443396780,LGA,18241
791325232039728302,JFK,11061
791362835878118534,LGA,14155
788070664074856714,JFK,13510
788192708878691930,JFK,10054
788232571811385805,JFK,9232
788247508204883788,LGA,15342
783619413754613935,LGA,13635
783623234937280854,LGA,13649
783995604151732967,LGA,12272
784006807530911630,JFK,16287
784023302325164605,LGA,12788
784124479509853993,LGA,13811
784155384180596269,LGA,10568
784294277993627702,JFK,24241
784672458205813555,LGA,16005
784739684946519089,LGA,16607
788328674800030171,LGA,23569
788465505169839820,LGA,14478
788512025481953001,LGA,22556
791371524330750277,LGA,14155
791460584187166313,JFK,10990
791539646807027059,LGA,16137
791547385152000202,JFK,9983
791870872637565318,LGA,16056
791899211876811806,LGA,17909
788623244188373762,LGA,15849
788636784435692945,LGA,10484
788691798582721345,LGA,21647
788972847900260034,LGA,7132
784777365560010842,JFK,13983
784796714161686484,JFK,5984
784864404356521208,LGA,11163
784908269976623770,LGA,11626
784913772644779819,LGA,21757
784992346056177689,JFK,14568
785307189248622614,LGA,11720
785362965883004752,LGA,17216
789029499490692194,JFK,9477
789199307199774305,LGA,22413
791933017132228878,LGA,11038
791961034657424212,LGA,7211
792014763599128593,JFK,6959
792016520538275128,LGA,14155
792034633163081131,JFK,9927
792036426612454316,JFK,10283
792071572004799347,LGA,11916
789257430540589759,LGA,10464
789315594016470303,LGA,15619
789446125370099615,JFK,23467
785403855673751437,LGA,11523
785411909264885705,LGA,6605
785441392943528281,EWR,32261
785477500044951072,LGA,13450
785499763795327535,LGA,13450
785573790051977844,LGA,15199
785579879561981885,LGA,22202
789818156626793452,LGA,13258
789829147997054743,LGA,14779
789835463760764236,LGA,13378
789847148265694934,LGA,13434
789850979080614897,LGA,13247
789857234658564657,LGA,24777
792084481792213383,LGA,18846
792127771538948078,JFK,13511
792134666827224780,LGA,19671
792154227101270228,LGA,11709
792250086445040724,LGA,18735
792261106552376426,LGA,14404
792299596251716571,LGA,14888
792424049442672164,JFK,13510
792762785362533299,LGA,12582
792766482547093509,JFK,9346
790040738335583345,LGA,25984
790110712110282257,LGA,12939
790126950595547841,LGA,15811
785601696900959075,LGA,11961
785614258641560502,LGA,16241
785637169517267565,LGA,11665
785688352714247316,LGA,14984
785740793749619403,JFK,9420
786136894869462302,LGA,20465
786149074369437257,LGA,20714
786153051297683129,LGA,13421
786178301572408675,LGA,14785
786219293800411819,LGA,13612
790133329816336743,JFK,9890
790333576079499985,LGA,14880
792775101360784896,LGA,13450
792793758746280508,LGA,16363
792797538929761246,LGA,13918
792827337331390990,JFK,9534
792894603379980524,LGA,21680
793061028524792296,LGA,6131
793077319627619018,LGA,20742
