숙소id,공항,자동차거리(m)
5947617,JFK,18098
5797144,LGA,15476
5627090,LGA,10607
6105742,LGA,12508
6130145,LGA,6746
5806273,LGA,13197
5965198,LGA,30466
5979363,LGA,12106
5979675,LGA,17519
5989528,LGA,23325
6000898,LGA,12683
5811500,LGA,10693
5815437,LGA,13224
6138423,LGA,13575
6146783,LGA,20289
6005868,LGA,11411
6018589,LGA,14331
6303109,LGA,20225
6303845,LGA,15138
6304002,LGA,15213
6181131,EWR,21584
6031001,LGA,11124
6040757,LGA,16214
6052119,LGA,20940
6185599,LGA,14108
6194461,LGA,7947
6326681,LGA,15433
6328394,LGA,11399
6329973,LGA,14751
6333994,LGA,14949
6221877,EWR,29522
6225968,LGA,12002
6066563,LGA,14966
6069703,LGA,12532
6078234,LGA,15315
6079079,JFK,13365
6084475,LGA,10251
6091850,LGA,5846
6343641,LGA,17393
6226794,LGA,13137
6227680,LGA,23315
6228461,EWR,29522
6237443,LGA,16065
6237974,LGA,19901
6242600,LGA,21441
6094046,LGA,14773
6101104,LGA,13423
6447136,LGA,11688
6348972,LGA,10916
6355861,LGA,18816
6356070,LGA,18909
6357128,LGA,10698
6255597,LGA,15353
6256470,LGA,16697
6359111,LGA,13258
6452188,LGA,10599
6460353,LGA,18061
6269945,LGA,13019
6380118,LGA,11606
6465850,LGA,11714
6474699,LGA,20862
6476333,LGA,9773
6384275,LGA,15336
6282629,LGA,10747
6291371,EWR,29522
6601284,LGA,18171
6602263,LGA,12558
6407534,LGA,14769
6477558,LGA,13000
6492185,JFK,24007
6492778,LGA,14894
6613106,LGA,17904
6421429,LGA,19592
6500246,LGA,14315
6501082,LGA,12673
6507084,LGA,9922
6422511,LGA,7215
6634590,LGA,11180
6640144,LGA,14085
6520350,JFK,17050
6737249,LGA,12123
6744791,LGA,12092
6746003,EWR,23334
6645788,LGA,15837
6647114,LGA,16757
6654323,LGA,15306
6747685,LGA,15869
6764316,LGA,15752
6765697,LGA,4859
6659165,LGA,11245
6660511,LGA,15792
6660518,JFK,10990
6767047,LGA,19371
6559615,EWR,29522
6559926,LGA,13944
6576336,JFK,10815
6585028,JFK,18166
6780285,LGA,10682
6784207,LGA,11467
6670064,LGA,3893
6670191,LGA,15054
6678082,LGA,21203
6685220,LGA,22608
6786761,LGA,14897
6787310,LGA,15440
6586663,LGA,14661
6590570,LGA,11001
6596747,LGA,17221
6887755,JFK,26372
6795568,LGA,15437
6692633,LGA,16021
6799692,LGA,15437
6799814,LGA,14920
6892731,JFK,23793
6896737,LGA,3310
6897066,LGA,16246
6900168,LGA,5269
6799895,LGA,15626
6799932,LGA,14932
6704737,LGA,10641
6716020,LGA,23817
6799999,LGA,15352
6800277,LGA,14928
6913773,LGA,10790
6913969,LGA,10780
6921831,LGA,11209
6717053,LGA,8017
6726337,LGA,18852
6730582,JFK,7542
6808818,LGA,19371
6823282,LGA,15166
6827028,LGA,13146
6833395,LGA,15495
6939597,LGA,9934
7019195,LGA,13928
7024138,LGA,12236
6846956,LGA,12048
7034787,LGA,6405
7037791,LGA,13468
6863691,LGA,17003
6868777,LGA,15558
6977204,LGA,12486
6880480,JFK,24646
7037918,LGA,2133
7038801,LGA,21985
7053502,LGA,14928
7053815,LGA,10005
6883096,LGA,5654
6992300,LGA,12642
6992831,LGA,20809
7177666,LGA,18081
7054797,JFK,7596
7067406,LGA,16797
7071657,LGA,13194
7182079,LGA,17172
7004408,LGA,16361
7194538,LGA,10740
7072541,LGA,12447
7329781,LGA,15016
7331070,LGA,14820
7202368,LGA,20769
7204443,LGA,15984
7205064,LGA,16362
7094112,LGA,16159
7368173,LGA,17907
7376952,LGA,15300
7132891,LGA,12401
7254952,LGA,18053
7254986,LGA,17210
7381236,LGA,21588
7261928,LGA,20617
7265079,LGA,17111
7516218,LGA,15241
7389120,JFK,24014
7272680,LGA,13327
7277102,LGA,18969
7278762,LGA,8066
7413605,LGA,14693
7426597,LGA,18274
7294773,LGA,15540
7436186,LGA,20724
7461611,LGA,23273
7462019,LGA,25479
7556153,LGA,15306
7556669,LGA,16730
7557546,LGA,5414
7654931,LGA,13315
7480520,LGA,15946
7483910,LGA,11865
7664692,EWR,31410
7673007,LGA,11200
7594252,LGA,22043
7498074,LGA,13946
7501694,LGA,11555
7502146,LGA,11412
7800835,LGA,20512
7679697,LGA,14932
7692660,LGA,11467
7603716,EWR,28471
7612456,LGA,14182
7692870,LGA,11854
7803602,LGA,5823
7803828,LGA,13601
7806322,LGA,18416
7698593,LGA,13405
7698722,LGA,14504
7615496,JFK,15014
7630422,LGA,14548
7823495,LGA,15256
7632731,LGA,14445
7643399,LGA,22755
7645359,LGA,14533
7837816,LGA,13391
7843390,LGA,15519
7734670,LGA,11589
7647268,EWR,31535
7651547,LGA,12272
7746286,LGA,10164
7754697,LGA,14198
7843604,LGA,10845
7856749,LGA,16730
7860155,LGA,12950
7968983,LGA,19915
7972210,LGA,11447
7760808,LGA,13825
7768661,LGA,13330
7998338,LGA,13536
7774182,LGA,6820
7871818,LGA,12454
7887966,LGA,4605
7894007,JFK,18011
7782176,LGA,13327
8011605,LGA,15149
7787799,LGA,10719
7788438,LGA,10608
7788565,LGA,10785
8040050,LGA,13126
8045552,LGA,4946
8173001,JFK,8867
8182759,LGA,11993
8054523,LGA,12333
8054651,LGA,13329
8055508,LGA,13621
8055582,LGA,13166
8055778,LGA,13151
8190747,LGA,7243
7915542,JFK,10113
7919372,LGA,16308
7922158,LGA,14114
8192789,LGA,10620
8206060,LGA,12838
8208285,LGA,15030
8219648,LGA,14408
8071687,LGA,16434
8088779,LGA,15643
8108376,LGA,11390
8115321,LGA,3010
8117209,LGA,6379
8225997,LGA,15013
7937553,LGA,29339
7951281,LGA,14913
7952963,LGA,14515
8228217,LGA,25217
8240016,LGA,11958
8392929,EWR,33478
8399234,LGA,10535
8127517,LGA,25560
8131995,LGA,14154
8133275,LGA,25110
8135144,LGA,15344
8256749,LGA,12505
8272327,LGA,19871
8275676,EWR,27600
8423666,JFK,16787
8426874,LGA,14871
8426915,JFK,5809
8151183,LGA,11569
8152916,LGA,14377
8281889,LGA,12423
8283594,EWR,33955
8441969,LGA,3881
8458966,LGA,13506
8470281,LGA,12753
8472812,LGA,10598
8293281,LGA,17484
8299030,EWR,33696
8479799,LGA,15824
8480087,LGA,15827
8484824,LGA,16395
8167884,LGA,9748
8588621,LGA,22252
8304809,LGA,21031
8313551,LGA,12389
8322478,LGA,20411
8323015,LGA,24842
8589729,EWR,23851
8593798,LGA,21563
8597141,LGA,5314
8499719,LGA,4102
8503392,LGA,13626
8504666,LGA,19449
8326389,LGA,13317
8327773,LGA,20518
8330254,LGA,17090
8511404,LGA,15436
8515213,LGA,14010
8518051,LGA,14179
8520094,LGA,16075
8614204,LGA,23309
8616888,LGA,22345
8623370,JFK,12756
8628425,LGA,17952
8370236,LGA,18661
8520667,LGA,19036
8522395,LGA,20186
8530517,LGA,20498
8532358,LGA,21763
8757920,LGA,11018
8664611,EWR,20543
8667280,LGA,21663
8760442,LGA,4657
8763502,LGA,11883
8533225,LGA,19801
8536270,LGA,12735
8554547,LGA,19670
8776329,LGA,31397
8683858,LGA,7150
8684886,LGA,18880
8687556,LGA,29526
8793166,LGA,20102
8703711,LGA,21825
8704528,EWR,38068
8709068,LGA,14158
8712309,LGA,12328
8555250,LGA,14062
8967396,LGA,15866
8816022,JFK,16438
8816465,LGA,20611
8973873,LGA,14622
8985316,LGA,12503
8989320,LGA,10505
8729960,LGA,10112
8730247,LGA,14927
8861269,LGA,10859
8741124,LGA,28907
9116752,LGA,10220
9117852,LGA,12944
8869857,LGA,8564
8873479,LGA,13992
8992894,LGA,11794
8993871,LGA,5672
8995042,LGA,13373
9007767,LGA,13113
9026203,JFK,25810
9027283,LGA,18357
9118604,LGA,15096
9118958,JFK,10221
9127163,JFK,12364
9147025,LGA,21278
9155212,LGA,16172
9156676,LGA,16623
9167889,LGA,10258
9050105,LGA,17265
9061145,LGA,12064
8942272,LGA,19137
8952816,LGA,4888
8953200,LGA,4900
9064714,LGA,10602
9078222,LGA,17546
9079871,LGA,23076
9178165,LGA,11279
9181806,LGA,14374
9182008,LGA,4766
9185696,JFK,12760
8953404,LGA,5065
8953625,LGA,5045
8954037,LGA,5006
9093219,LGA,10773
9097241,EWR,30324
9299164,JFK,10779
9312190,LGA,11106
9106711,LGA,14275
9111254,LGA,20625
9116018,LGA,13332
9325979,LGA,15388
9328578,LGA,11898
9230523,LGA,23981
9232861,LGA,13113
9116734,LGA,13252
9416007,JFK,25621
9426526,LGA,15859
9256750,LGA,11092
9435503,LGA,12547
9436038,LGA,15853
9445342,LGA,14758
9445501,LGA,16067
9445593,LGA,15968
9351006,LGA,20214
9355498,LGA,20879
9278192,LGA,5832
9289159,LGA,12134
9362344,LGA,13050
9445789,LGA,15762
9450180,LGA,8721
9458704,LGA,15516
9461669,LGA,16474
9536965,LGA,20379
9544410,LGA,16054
9560398,LGA,12415
9562872,LGA,8723
9472905,LGA,15388
9473889,JFK,26795
9372859,LGA,11299
9381657,LGA,11928
9476774,LGA,14409
9486111,LGA,12060
9563868,LGA,17061
9563873,JFK,7625
9576278,LGA,20122
9392048,LGA,7772
9392164,LGA,7997
9489073,LGA,10057
9509218,LGA,14756
9603803,LGA,13930
9607485,LGA,21275
9612035,LGA,13046
9510385,LGA,4779
9512372,LGA,12868
9513511,LGA,17288
9675064,JFK,16225
9612938,LGA,13545
9614785,EWR,32676
9617219,LGA,20083
9526314,LGA,13106
9765276,LGA,24593
9623722,LGA,10452
9626230,LGA,21443
9630344,LGA,18923
9635607,JFK,17140
9685865,LGA,30943
9767424,LGA,11801
9663062,LGA,6304
9770459,LGA,14475
9775146,LGA,15978
9707498,LGA,19074
9857854,LGA,15284
9858717,EWR,24482
9786543,LGA,20325
9788114,LGA,11099
9863045,LGA,9670
9720768,LGA,14899
9720809,LGA,13528
9725508,LGA,16751
9726043,LGA,29437
9876040,LGA,11956
9735957,LGA,15225
9806373,LGA,22797
9806606,LGA,15012
9806634,LGA,14863
9809911,LGA,19336
9887763,LGA,10269
9895587,LGA,10269
9898022,LGA,7736
9899132,LGA,10687
9751043,LGA,14301
9752005,LGA,17821
9900100,LGA,22367
9901423,LGA,22629
9821370,LGA,11941
9826628,LGA,13419
9839263,LGA,5358
9757875,JFK,11039
9915643,LGA,17437
9919728,LGA,10116
9920363,LGA,10797
9843884,JFK,12619
10034187,LGA,9973
10034817,LGA,15948
9939843,LGA,7819
9925507,LGA,10995
9944788,LGA,6839
10035471,LGA,9969
10038170,LGA,9942
10038410,LGA,9952
9944808,LGA,13933
9944860,LGA,14381
9956834,LGA,11397
10142056,LGA,13291
10142499,LGA,6499
10155003,LGA,10371
9958322,LGA,10383
10038693,LGA,10229
10050536,LGA,10310
10052587,LGA,9974
10053943,LGA,12879
10055925,LGA,10341
10057826,LGA,9995
9976264,LGA,11225
10160215,LGA,29103
10165064,LGA,13803
10165181,LGA,10305
10165313,LGA,10239
9987988,LGA,20383
10165663,LGA,19302
10167401,LGA,7196
10170156,LGA,19826
10174662,LGA,15504
10183177,LGA,15647
10068653,LGA,14667
9994304,LGA,10566
9996642,LGA,16856
10205130,LGA,9521
10207451,LGA,20818
10209973,LGA,16101
10073940,JFK,7374
10082057,LGA,31185
10085478,LGA,10327
10086307,LGA,11336
10000070,LGA,25513
10013750,LGA,14927
10089727,LGA,14235
10096515,LGA,15911
10097957,LGA,10652
10101097,LGA,10720
10243039,LGA,15555
10243895,LGA,15400
10031902,LGA,16087
10032487,LGA,15820
10338839,JFK,15453
10340705,LGA,11343
10341262,LGA,12682
10251082,LGA,15863
10253159,EWR,19548
10253769,LGA,12926
10115137,LGA,22880
10124372,LGA,15791
10350976,LGA,12890
10355146,LGA,15930
10357730,LGA,5365
10267242,LGA,29273
10268073,LGA,14712
10279086,LGA,20943
10135724,LGA,13296
10569037,LGA,12725
10369038,LGA,7161
10369047,LGA,7161
10280345,LGA,19757
10280549,LGA,19694
10282307,LGA,16470
10289124,LGA,14085
10611168,LGA,16026
10612564,LGA,15779
10385262,LGA,14164
10386341,LGA,13059
10634636,LGA,4169
10637554,LGA,19881
10649625,LGA,16316
10321100,LGA,13928
10329264,LGA,16844
10877492,LGA,12973
10881164,LGA,14440
10413492,LGA,15932
10413576,EWR,23387
10886971,LGA,15895
10887847,LGA,12841
10470258,LGA,10071
10686958,LGA,16634
10702506,LGA,14865
10709249,LGA,19430
10710179,LGA,15531
10721891,LGA,16026
10939710,LGA,10699
10941762,LGA,15197
10943915,LGA,12405
10980678,LGA,15363
10488505,LGA,12766
10489240,LGA,10404
11014346,LGA,16704
11020169,LGA,18773
10748040,LGA,13684
10769752,LGA,18585
11046927,LGA,11116
10801094,LGA,15337
10527274,LGA,20167
10539779,LGA,14596
10540876,LGA,11515
10545027,LGA,14098
10546254,LGA,14968
10553095,JFK,12167
10812263,LGA,19906
10824871,LGA,16100
11069190,LGA,11467
11069406,LGA,12099
11091309,JFK,12253
11096888,LGA,22857
11100541,LGA,17825
11229663,LGA,8958
11234747,LGA,6298
11114607,LGA,13718
11138823,LGA,21867
11147376,LGA,16337
11243953,LGA,16026
11496607,LGA,10620
11497938,LGA,18599
11511431,LGA,12030
11244568,LGA,15564
11162564,LGA,14494
11186765,LGA,7457
11206278,LGA,14364
11528951,LGA,20897
11302521,LGA,30501
11341728,LGA,15564
11542467,LGA,13808
11552749,LGA,16026
11553357,LGA,19091
11210829,LGA,13996
11741555,LGA,17160
11753010,JFK,24067
11753760,LGA,18735
11343196,LGA,16656
11352664,LGA,10423
11359913,LGA,16369
11371535,LGA,17386
11371773,LGA,13105
11753792,LGA,13934
11758313,LGA,15564
11769558,LGA,10551
11772032,LGA,7161
11790047,LGA,23259
11791673,LGA,23292
11568577,LGA,15564
11574674,LGA,12741
11372267,LGA,16026
11372330,LGA,11001
11381526,LGA,15564
11593727,LGA,21347
11604307,LGA,20952
11609108,LGA,15489
11803487,LGA,15219
11804245,LGA,17600
11420840,LGA,3398
11619832,LGA,13403
11620821,LGA,7584
11624421,LGA,14967
11649232,LGA,12229
11840404,LGA,13837
11844776,LGA,6738
11847204,LGA,16322
11422056,LGA,6102
11437634,LGA,6254
11863225,LGA,15564
11867485,LGA,14609
11452204,LGA,16026
11452547,LGA,17077
11452989,LGA,12679
11652590,LGA,11641
11652872,LGA,13124
11653077,LGA,13905
11656367,LGA,13146
11674309,LGA,13837
11474011,LGA,16026
11984148,LGA,15481
11905096,LGA,21050
11909308,LGA,16775
11675279,LGA,24564
11693193,LGA,11748
11715651,LGA,13837
12004547,LGA,14345
11927032,LGA,19455
11935301,LGA,17879
11940117,LGA,11518
12006770,LGA,14492
12007175,LGA,16026
12007456,LGA,9823
12009651,LGA,12197
11716127,LGA,13566
11720001,LGA,11176
12221970,JFK,16247
11967410,LGA,15564
11973701,LGA,6860
12019589,LGA,19501
12024963,LGA,15564
12025968,LGA,9862
12245694,LGA,17161
12246395,LGA,14148
12037401,LGA,12717
12431649,LGA,16026
12433302,LGA,14761
12039579,JFK,11038
12039894,LGA,9846
12267599,LGA,12472
12272376,JFK,16146
12272850,LGA,14022
12041170,JFK,11008
12051116,LGA,12637
12273048,LGA,14499
12052143,LGA,15391
12495831,LGA,13442
12053427,LGA,9816
12068200,LGA,16433
12325036,LGA,13337
12325045,LGA,13025
12325291,LGA,13914
12328112,LGA,10693
12087785,LGA,14059
12518189,LGA,6735
12542485,LGA,13245
12542544,LGA,15983
12344456,LGA,17894
12092786,JFK,23546
12112190,LGA,16026
12114040,LGA,13398
12359146,LGA,18834
12360207,LGA,12183
12360660,LGA,15113
12360843,LGA,15319
12563738,LGA,10849
12567868,LGA,15704
12122102,LGA,16178
12135851,LGA,21828
12590077,LGA,21761
12592427,JFK,12836
12598128,LGA,12443
12598446,LGA,12843
12386579,LGA,17774
12401233,LGA,11250
12403252,LGA,10930
12190880,LGA,12883
12409217,LGA,16026
12606349,LGA,10771
12610244,LGA,11114
12619450,LGA,30094
12642845,LGA,28807
12645495,LGA,2753
12713863,LGA,5257
12723066,LGA,13199
12658099,LGA,15234
12916189,LGA,21084
12924969,LGA,19445
12929852,LGA,11895
12737192,LGA,12250
12681206,LGA,8546
12686241,LGA,13264
12701430,LGA,16723
12950991,LGA,13220
12778678,LGA,13114
12964763,LGA,16026
12965215,LGA,14557
12702291,LGA,16026
12703851,LGA,15005
13075158,LGA,15464
13081306,LGA,16026
12965831,LGA,11518
12985547,LGA,13576
13091684,LGA,13430
12794791,LGA,14415
12804309,LGA,15117
12806016,LGA,19804
12806356,LGA,14673
12806940,LGA,14143
12811459,LGA,14796
12812577,LGA,15038
13004961,LGA,10468
13004967,LGA,10762
13004996,JFK,18449
13101855,JFK,20591
13107627,JFK,23726
13108191,LGA,14658
13009244,LGA,15591
12827964,LGA,17847
12829031,LGA,20290
12829063,LGA,15698
12832062,JFK,18426
13113906,LGA,18448
13117094,LGA,11151
13125552,LGA,10990
13024560,LGA,5005
12832371,LGA,13628
12832899,LGA,13308
12833187,LGA,12906
12836808,LGA,14656
13031854,LGA,16118
13130313,LGA,16026
13135589,EWR,27748
13135822,LGA,15884
13136376,LGA,9951
13042637,LGA,6705
12852083,LGA,17068
12856720,LGA,8227
12856987,LGA,12268
13046279,LGA,14185
13047541,EWR,25560
13055856,LGA,15819
13058423,LGA,18304
13139892,LGA,11780
13153265,LGA,18687
13154343,LGA,15452
13156126,LGA,12599
12866207,LGA,14557
12867918,LGA,14077
12869930,LGA,16026
12888052,LGA,15242
13398340,LGA,14161
13398348,LGA,11845
13209522,EWR,30967
13217170,LGA,14804
13169559,LGA,15645
13170159,JFK,23958
13408222,LGA,21348
13183826,EWR,32942
13187006,LGA,6740
13193503,LGA,11289
13222140,EWR,24975
13222669,LGA,11142
13234457,LGA,14923
13417071,LGA,20399
13422992,LGA,15071
13424027,LGA,15722
13436258,LGA,11340
13246042,LGA,11802
13260699,LGA,15667
13264690,LGA,12737
13444818,LGA,8332
13445057,LGA,15814
13448568,LGA,14001
13451379,LGA,10606
13451811,LGA,13117
13276930,LGA,15870
13548357,LGA,26786
13554710,LGA,18884
13556607,LGA,18296
13559208,LGA,14888
13564134,LGA,12241
13467270,LGA,8259
13474455,LGA,14464
13573828,LGA,21567
13580382,LGA,14921
13587436,LGA,15733
13291508,LGA,22039
13294325,LGA,14257
13294471,EWR,23839
13295693,JFK,25270
13300639,LGA,15770
13478244,LGA,11319
13599973,LGA,16731
13603093,LGA,19546
13603364,LGA,4100
13605192,LGA,24247
13606307,LGA,21028
13307480,LGA,14336
13317650,LGA,18893
13494095,LGA,16985
13494532,LGA,13851
13614714,LGA,13199
13621211,LGA,13456
13507341,LGA,16443
13332816,LGA,16479
13341955,LGA,2932
13355002,JFK,16649
13507677,LGA,11427
13510347,LGA,12737
13624873,LGA,15573
13640966,LGA,10500
13522948,LGA,15416
13360675,LGA,13967
13361613,LGA,11003
13371699,LGA,18610
13373898,LGA,11003
13526398,LGA,13142
13536155,LGA,8015
13684217,LGA,17556
13384425,LGA,18211
13388210,LGA,15110
13388649,LGA,4043
13392858,LGA,16730
13879611,LGA,14530
13685807,LGA,15563
13881135,LGA,13213
13882394,LGA,16840
13710241,LGA,11955
13669064,LGA,14130
13674349,LGA,15122
13674799,LGA,17994
13680628,LGA,15799
13891485,LGA,16974
13894813,LGA,14184
13724284,LGA,18500
13727552,LGA,12124
13730290,LGA,10930
13732215,JFK,16510
13902725,LGA,14496
14024651,LGA,21685
14028018,LGA,16026
14029633,JFK,22386
14030375,LGA,16062
13745644,LGA,12910
13912712,LGA,13656
13914201,LGA,11539
13920801,LGA,11451
13752815,JFK,17906
13766130,LGA,12373
13769545,LGA,16131
14043464,LGA,16138
14055238,LGA,17077
13770996,LGA,12936
13936824,LGA,10119
13938420,LGA,23564
13941973,LGA,6785
13771529,LGA,12779
13779358,LGA,2894
13954583,LGA,11853
13956372,LGA,15261
13956613,LGA,20819
13788132,LGA,13415
13794689,LGA,12996
13795744,LGA,11841
13813731,LGA,20260
14103515,LGA,13767
14110407,JFK,18747
13821190,LGA,6504
13825154,EWR,30351
13959556,JFK,7924
13970217,LGA,13114
13980860,LGA,17801
13980911,LGA,5880
13981865,LGA,7161
13827959,LGA,27449
14138302,LGA,15465
14139553,LGA,14077
14140552,LGA,15634
14143250,LGA,22096
13848005,LGA,11222
13854483,LGA,11728
13995561,LGA,19890
13997552,LGA,6199
13997894,LGA,6676
13857291,LGA,16568
14151487,LGA,15364
14151551,LGA,7155
14152775,LGA,10496
14153255,LGA,21413
14163352,JFK,10865
13876681,LGA,15518
13877683,LGA,18996
14006823,LGA,16026
14012274,LGA,12499
14275887,JFK,10548
14177028,LGA,12092
14195437,LGA,4820
14203693,LGA,13652
14213699,LGA,15256
14557504,LGA,15906
14575138,LGA,12891
14588156,LGA,22075
14214403,LGA,19474
14215652,LGA,17454
14222252,LGA,16681
14281526,JFK,14914
14281865,LGA,20616
14296598,LGA,11289
14316284,LGA,16530
14595903,LGA,14557
14609199,LGA,12212
14616377,LGA,17139
14237735,LGA,12097
14262383,JFK,8859
14872249,LGA,15644
14318774,LGA,6684
14322869,LGA,6040
14340142,LGA,13044
14341397,LGA,3795
14625676,LGA,18851
14628080,LGA,11012
14636181,JFK,8577
14882046,LGA,10632
14882309,LGA,20183
14892623,EWR,25092
14911767,LGA,17815
14913941,LGA,15508
14661553,LGA,19613
14348580,LGA,10337
14351693,LGA,17651
14357698,LGA,15323
14359772,LGA,14172
14686840,JFK,11598
14692459,LGA,12466
14696542,LGA,12409
14406923,LGA,7511
14408114,LGA,13899
14918238,LGA,14829
14918404,LGA,20387
14925506,JFK,9000
14931156,LGA,23177
14933388,LGA,15054
14933521,LGA,11335
14698446,LGA,7129
14707648,JFK,18016
14710763,LGA,12899
14730708,LGA,15631
14961122,LGA,19743
14963736,LGA,16026
14420353,LGA,15320
14421383,LGA,12070
14429976,LGA,12128
14737992,LGA,13133
14746280,LGA,13831
14446717,LGA,15180
14450268,LGA,14557
14452731,LGA,12312
14462592,EWR,16003
14465415,LGA,6640
14772701,LGA,10035
14968436,LGA,10728
14982260,LGA,4682
14987516,JFK,9889
14994076,LGA,19621
15002637,LGA,13680
15003711,LGA,26709
15018397,LGA,15627
14788009,LGA,4430
14466193,LGA,29758
14467602,LGA,15563
14470437,LGA,20316
14472272,LGA,13327
14819796,LGA,18247
15033685,LGA,15610
15038469,LGA,18463
15040421,LGA,10084
15066269,LGA,10982
15067291,LGA,10954
14826817,LGA,20430
14838161,LGA,15647
14839995,LGA,17313
14485372,LGA,11944
14485877,JFK,16768
14489615,JFK,6150
14506036,LGA,10109
14507274,LGA,15407
14843553,LGA,14827
14855614,LGA,14305
15083571,LGA,13131
15083823,EWR,37507
15095589,LGA,20443
14856799,LGA,7161
14519882,LGA,15961
14529806,LGA,10735
15234773,LGA,14590
14858777,LGA,10868
14864014,LGA,22255
14868857,LGA,10256
15114550,LGA,15680
15115382,LGA,21915
15124396,LGA,12868
15247262,LGA,15856
15250033,LGA,23912
15250168,LGA,11093
15506009,LGA,21876
15141938,LGA,14862
15150240,LGA,18410
15159731,LGA,13468
15188621,LGA,15698
15507375,JFK,25265
15517104,LGA,18870
15522627,LGA,21466
15527416,LGA,6005
15257524,LGA,18752
15260962,LGA,16145
15266254,LGA,14058
15268654,LGA,17545
15268792,LGA,17414
15301517,LGA,6106
15190865,LGA,11582
15206272,LGA,20600
15785088,LGA,15579
15549056,LGA,10175
15561421,LGA,15564
15568616,LGA,5456
15301748,LGA,19634
15314054,LGA,15609
15326243,LGA,14128
15336596,LGA,20616
15569019,LGA,21879
15576821,LGA,17930
15799340,JFK,24088
15802947,LGA,16874
15581948,LGA,16947
15583957,LGA,15564
15597600,LGA,13693
15815905,LGA,16098
15819665,LGA,18289
15822044,LGA,11702
15827829,LGA,12720
15602953,LGA,12679
15338155,LGA,4450
15340854,LGA,11060
15343302,LGA,11089
15345019,LGA,10854
15347268,LGA,13768
15360687,LGA,21170
15603347,LGA,20566
15635167,LGA,13151
15641341,EWR,25074
15832098,LGA,12474
15834511,LGA,15340
15844782,LGA,21827
15845215,LGA,4818
15845669,LGA,18771
15847347,LGA,12324
15854548,LGA,14525
15360787,LGA,10529
15371951,LGA,11573
15381675,LGA,18880
15654668,LGA,16809
15675520,LGA,16751
15857118,LGA,14301
15857259,LGA,13621
15857334,LGA,14282
15858847,LGA,11403
15678385,JFK,21012
15411988,LGA,15045
15423552,LGA,12478
15425744,LGA,14544
15706863,LGA,12995
15870454,LGA,16026
15915152,LGA,12699
15715486,LGA,11850
15723889,LGA,13538
15436836,LGA,20367
15436871,LGA,12691
15444619,LGA,16522
15728780,LGA,15257
15732405,JFK,16400
15928001,LGA,13093
15928635,LGA,11801
15928835,LGA,11505
15929281,LGA,15581
15932054,LGA,5817
15732778,LGA,18016
15732919,JFK,16106
15733438,LGA,10946
15465050,LGA,14481
15473752,JFK,9459
15476794,JFK,11089
15936167,LGA,12187
15937310,JFK,5691
15938836,JFK,10857
15939056,JFK,11019
15943475,LGA,15295
15943497,LGA,14314
15740080,EWR,30674
15482966,LGA,7331
15483201,LGA,7377
15485880,LGA,15436
15746736,LGA,11237
15756633,LGA,22886
15767826,LGA,14125
15948069,LGA,12757
15952447,LGA,17332
15956155,LGA,4832
15966974,LGA,16370
15769077,LGA,2142
15992078,LGA,14753
15494796,LGA,17607
15495132,LGA,10858
16004776,LGA,15249
16005960,LGA,15867
15772447,LGA,15720
15774003,JFK,23426
15774629,LGA,17021
16248277,LGA,1701
16253413,JFK,16508
16254609,JFK,17917
16019792,LGA,25058
16029078,LGA,16445
16063885,LGA,11227
16380794,EWR,31179
16070567,LGA,11202
16072472,LGA,8616
16269344,LGA,14228
16271447,LGA,16730
16273510,LGA,16026
16274061,LGA,13848
16396241,LGA,11507
16396729,LGA,19371
16122024,LGA,14524
16122082,LGA,13693
16123943,EWR,24509
16132114,EWR,24593
16402746,JFK,9836
16405590,LGA,14026
16282085,LGA,15784
16296678,LGA,15975
16298529,LGA,11731
16140940,LGA,16233
16148036,LGA,17348
16157731,LGA,16476
16158343,LGA,22434
